aX,aY,aZ,gX,gY,gZ
0.056,-0.321,0.850,-1.892,-1.953,14.832
0.052,-0.281,0.856,-0.488,-3.113,14.282
0.053,-0.247,0.857,-2.197,-3.296,12.146
0.051,-0.273,0.880,-7.263,-3.235,8.972
0.040,-0.300,0.888,-10.986,-2.686,6.653
0.041,-0.347,0.882,-11.719,-2.625,5.859
0.020,-0.346,0.886,-7.568,-3.418,7.629
-0.019,-0.342,0.809,-1.221,-4.517,10.010
-0.021,-0.350,0.837,2.625,-8.179,11.414
0.015,-0.320,0.916,4.761,-12.268,12.634
0.058,-0.242,0.981,6.775,-12.512,13.123
0.083,-0.192,1.005,4.944,-9.399,11.414
0.070,-0.193,0.981,0.916,-4.456,8.118
0.032,-0.275,0.907,-1.831,-1.160,4.700
0.007,-0.319,0.836,-1.648,-0.854,3.479
0.026,-0.274,0.878,-2.014,-3.906,3.784
0.057,-0.276,0.974,-1.709,-6.958,2.319
0.061,-0.342,0.993,1.465,-6.653,0.305
0.060,-0.321,0.998,6.226,-5.249,1.465
0.061,-0.255,0.981,11.292,-3.784,2.563
0.057,-0.199,0.913,14.160,-2.014,1.526
0.062,-0.147,0.901,10.498,-1.526,-1.160
0.078,-0.182,0.971,0.854,-2.014,-6.165
0.081,-0.312,1.007,-6.226,-0.854,-12.085

0.647,-0.750,1.198,-6.897,8.606,32.898
0.708,-0.744,1.117,-1.465,10.864,41.626
0.772,-0.682,1.074,2.014,10.315,50.598
0.850,-0.639,0.982,5.920,9.277,58.228
0.922,-0.551,0.918,10.376,7.080,65.002
0.978,-0.439,0.803,12.695,3.967,70.190
1.045,-0.274,0.806,9.155,-2.319,73.914
1.112,-0.081,0.795,6.531,-6.714,73.425
1.173,0.030,0.782,2.014,-10.254,67.688
1.224,0.108,0.787,-8.423,-12.634,58.105
1.251,0.112,0.774,-21.912,-15.198,47.607
1.237,-0.009,0.740,-31.677,-16.663,35.706
1.205,-0.100,0.747,-38.330,-20.264,25.513
1.148,-0.120,0.810,-40.466,-24.597,19.409
1.094,-0.116,0.858,-37.964,-27.344,12.634
1.040,-0.092,0.883,-33.691,-27.893,4.822
0.985,-0.035,0.867,-29.297,-26.672,-2.869
0.888,0.059,0.756,-23.132,-23.621,-11.169
0.780,0.145,0.621,-18.127,-22.034,-22.156
0.679,0.212,0.569,-15.259,-23.499,-35.583
0.568,0.234,0.528,-18.433,-23.865,-50.232
0.455,0.212,0.523,-27.161,-23.682,-65.430
0.344,0.154,0.532,-33.569,-22.766,-79.346
0.254,0.038,0.647,-40.222,-20.935,-91.919
0.170,-0.093,0.781,-49.011,-15.137,-99.915
0.047,-0.113,0.904,-53.223,-3.784,-103.149
-0.185,0.031,0.863,-47.363,13.184,-104.858
-0.466,0.208,0.473,-30.884,30.090,-108.154
-0.840,0.298,-0.016,-17.944,34.363,-115.479
-1.077,0.293,-0.439,-12.695,19.531,-121.521
-1.229,0.233,-0.377,-26.855,-11.780,-125.854
-1.356,0.210,-0.043,-50.232,-45.166,-126.404
-1.459,0.165,0.343,-58.533,-67.810,-125.244
-1.555,0.084,0.639,-53.955,-78.125,-123.962
-1.642,0.077,0.848,-47.302,-78.979,-119.507
-1.682,0.081,1.109,-45.166,-78.003,-114.624
-1.723,-0.008,1.422,-49.011,-73.975,-110.901
-1.740,0.058,1.504,-52.063,-65.002,-103.943
-1.724,0.062,1.637,-50.415,-62.134,-100.281
-1.528,-0.309,1.850,-44.983,-63.904,-105.713
-1.242,-0.787,2.019,-21.057,-61.646,-105.469
-1.010,-1.047,2.001,19.531,-48.706,-89.355
-0.883,-1.078,1.712,70.374,-29.114,-64.819
-0.834,-1.084,1.303,116.760,-12.939,-39.673
-0.827,-0.908,1.010,146.240,-8.240,-12.024
-0.788,-0.646,0.873,154.419,-12.268,15.076
-0.777,-0.294,0.936,140.198,-20.447,38.574
-0.732,0.041,1.009,117.126,-25.940,53.955
-0.682,0.185,1.173,88.440,-28.259,59.326
-0.638,0.204,1.214,55.542,-23.804,59.631
-0.605,0.208,1.299,18.494,-15.625,60.059
-0.637,0.192,1.192,-5.493,-4.028,61.096
-0.642,0.101,0.995,-9.583,5.737,58.960
-0.705,0.099,0.847,-12.085,5.737,59.631
-0.754,0.087,0.673,-10.010,1.587,59.021
-0.786,-0.005,0.649,-6.531,-8.667,57.129
-0.804,-0.068,0.687,-2.625,-19.836,57.800
-0.795,-0.094,0.756,-1.648,-28.320,61.951
-0.766,-0.131,0.902,-4.517,-33.508,66.284
-0.739,-0.099,1.082,-6.775,-33.508,71.716
-0.726,-0.025,1.121,-3.540,-26.733,75.684
-0.714,0.001,0.996,2.136,-16.724,75.195
-0.690,0.135,0.880,2.747,-10.864,75.012
-0.626,0.191,0.841,-4.395,-8.972,71.472
-0.576,0.177,0.899,-14.648,-7.996,65.613
-0.547,0.068,0.904,-25.940,-4.395,58.594
-0.532,-0.075,0.900,-33.447,-0.610,52.551
-0.500,-0.222,0.906,-35.278,1.892,49.194
-0.470,-0.350,0.943,-28.687,3.113,48.828
-0.455,-0.395,0.952,-12.146,2.686,51.392
-0.467,-0.426,0.840,12.329,3.479,53.223
-0.444,-0.471,0.703,34.790,2.441,55.054
-0.362,-0.431,0.635,47.852,-2.563,59.265
-0.217,-0.394,0.688,46.692,-8.545,62.378
-0.105,-0.330,0.817,38.025,-12.390,63.049
-0.051,-0.305,0.936,29.419,-10.498,59.998
-0.037,-0.311,1.045,17.456,-4.517,53.650
-0.044,-0.366,1.140,3.906,3.662,46.143
-0.070,-0.458,1.173,-4.272,13.794,38.025
-0.097,-0.628,1.048,-1.526,25.330,30.579
-0.084,-0.740,0.916,2.991,32.898,27.771
-0.031,-0.814,0.762,11.108,34.607,29.968
0.044,-0.740,0.707,18.066,32.715,36.255
0.110,-0.549,0.712,22.034,28.442,43.762
0.190,-0.389,0.778,19.104,25.574,46.631
0.256,-0.331,0.853,10.071,24.963,44.189
0.295,-0.271,0.962,-1.831,27.466,41.016
0.302,-0.197,1.002,-7.874,33.325,35.339
0.294,-0.205,1.038,-10.315,39.001,26.794
0.268,-0.309,1.094,-8.057,42.603,16.479
0.276,-0.356,1.114,-5.188,45.471,11.414
0.326,-0.386,1.172,-2.441,46.448,7.874
0.375,-0.363,1.283,2.808,47.607,5.493
0.425,-0.400,1.302,10.925,52.917,2.930
0.470,-0.430,1.323,18.494,60.059,3.052
0.569,-0.291,1.299,24.048,67.383,8.545
0.651,0.009,1.298,26.245,74.097,12.024
0.763,0.081,1.234,32.288,81.604,4.333
0.845,0.159,1.111,47.302,88.501,-3.540
0.938,0.336,0.879,63.354,93.872,-6.836
0.983,0.569,0.579,70.862,95.886,-10.193
1.020,0.748,0.358,64.148,90.820,-18.188
1.029,0.847,0.264,44.983,79.651,-32.715
0.972,0.758,0.253,22.156,66.711,-53.223
0.859,0.445,0.319,4.272,53.162,-76.965
0.709,0.001,0.300,-6.165,42.603,-95.337
0.586,-0.324,0.374,-15.564,30.518,-102.112
0.483,-0.666,0.473,-22.217,17.273,-103.149
0.393,-0.997,0.581,-22.461,6.165,-98.816
0.338,-1.211,0.685,-20.813,-2.319,-88.440
0.308,-1.304,0.811,-19.470,-10.315,-73.059
0.265,-1.346,0.932,-18.433,-15.076,-57.129
0.262,-1.276,1.026,-13.977,-17.029,-40.649
0.279,-1.082,1.125,-8.545,-16.968,-25.757
0.307,-0.954,1.180,-5.432,-14.160,-15.564
0.313,-0.828,1.187,-5.066,-9.644,-7.446
0.320,-0.722,1.139,-3.540,-4.822,-0.488
0.316,-0.595,1.110,-1.770,-1.831,5.249
0.320,-0.462,1.063,3.967,-0.366,10.071

0.980,-0.389,1.093,-17.212,6.348,47.974
0.985,-0.379,1.061,-21.667,7.812,46.509
0.996,-0.336,0.995,-24.170,8.667,44.983
1.020,-0.300,0.942,-25.208,7.324,41.504
1.051,-0.320,0.886,-24.658,4.883,36.133
1.064,-0.304,0.846,-25.391,1.648,32.898
1.066,-0.248,0.796,-24.658,-1.953,31.677
1.067,-0.164,0.808,-18.616,-8.301,28.503
1.045,-0.093,0.773,-9.338,-14.709,23.193
1.063,0.084,0.827,-1.404,-21.362,16.785
1.092,0.270,0.823,6.165,-25.391,5.554
1.086,0.483,0.745,9.277,-25.696,-9.949
1.025,0.595,0.728,0.366,-25.085,-30.334
0.936,0.628,0.754,-18.982,-22.583,-53.162
0.818,0.516,0.837,-42.969,-18.311,-76.111
0.672,0.486,0.782,-56.946,-10.254,-94.238
0.523,0.520,0.693,-55.176,-3.296,-107.544
0.349,0.515,0.604,-42.358,2.075,-121.094
0.114,0.573,0.424,-31.128,9.827,-130.188
-0.260,0.668,0.205,-23.315,17.883,-134.155
-0.729,0.888,-0.221,-22.400,20.325,-134.705
-1.246,1.216,-0.561,-25.208,10.498,-139.771
-1.788,1.394,-0.588,-36.499,-15.259,-155.762
-2.360,1.309,-0.433,-57.007,-42.297,-182.617
-2.890,1.145,-0.151,-83.862,-68.481,-206.787
-3.317,0.963,0.285,-126.282,-92.834,-221.741
-3.409,0.267,0.922,-172.058,-119.324,-235.413
-3.206,-0.497,1.911,-225.647,-146.118,-232.605
-2.591,-1.184,2.983,-249.390,-163.635,-212.341
-1.719,-1.829,3.947,-186.707,-157.654,-190.979
-0.973,-2.462,3.706,-31.799,-103.394,-169.739
-0.797,-2.881,2.542,163.818,-26.245,-138.916
-0.788,-2.790,1.080,323.975,26.550,-84.106
-0.925,-2.224,0.034,382.141,38.879,-14.465
-0.988,-1.148,-0.473,340.332,18.005,59.875
-0.883,-0.105,-0.049,230.835,-21.973,109.497
-0.756,0.693,0.772,106.628,-52.734,128.540
-0.591,0.916,1.310,12.146,-51.880,118.958
-0.445,0.743,1.546,-43.823,-31.860,94.177
-0.363,0.501,1.271,-57.800,-2.441,71.472
-0.383,0.454,0.804,-51.392,18.921,58.838
-0.433,0.435,0.375,-44.983,23.743,50.354
-0.458,0.388,0.162,-46.265,12.268,43.762
-0.513,0.359,0.184,-59.631,-7.812,40.527
-0.500,0.263,0.410,-72.693,-30.518,37.170
-0.453,0.188,0.752,-82.642,-47.424,33.569
-0.410,0.089,1.024,-85.144,-53.528,30.151
-0.373,-0.072,1.209,-76.904,-51.270,28.137
-0.414,-0.092,1.310,-58.105,-45.654,32.227
-0.442,-0.123,1.247,-38.025,-36.804,38.269
-0.456,-0.079,1.238,-6.104,-34.607,42.969
-0.456,0.059,1.202,15.442,-38.513,47.241
-0.401,0.156,1.278,28.076,-42.175,45.776
-0.343,0.222,1.329,32.349,-41.382,42.236
-0.307,0.152,1.318,29.724,-31.677,34.851
-0.291,0.031,1.269,22.278,-20.081,28.687
-0.307,-0.165,1.176,14.160,-8.484,23.865
-0.319,-0.293,1.114,8.057,-0.366,23.499
-0.319,-0.438,1.069,9.766,5.127,25.330
-0.342,-0.507,1.004,17.456,10.559,29.785
-0.390,-0.485,0.852,26.978,14.587,36.194
-0.433,-0.512,0.669,32.837,15.076,40.100
-0.462,-0.553,0.596,33.020,9.766,45.715
-0.464,-0.521,0.580,26.428,2.563,53.528
-0.419,-0.457,0.604,17.883,-3.906,60.608
-0.342,-0.477,0.717,9.094,-9.827,63.171
-0.290,-0.437,0.854,2.441,-12.390,66.345
-0.263,-0.312,0.936,-3.296,-10.437,69.275
-0.268,-0.247,0.954,-8.179,-5.310,67.261
-0.288,-0.271,0.989,-11.780,-0.671,61.707
-0.325,-0.381,0.965,-12.939,4.272,56.458
-0.355,-0.502,0.852,-10.925,9.155,54.565
-0.365,-0.517,0.772,-7.324,8.667,58.533
-0.328,-0.506,0.786,-5.859,3.784,64.209
-0.274,-0.471,0.843,-3.723,-1.587,69.092
-0.202,-0.334,0.951,-2.075,-4.639,73.059
-0.149,-0.143,1.069,-3.845,-4.761,74.341
-0.097,-0.027,1.138,-5.981,-0.305,69.397
-0.071,-0.033,1.199,-12.939,6.226,60.852
-0.081,-0.129,1.277,-22.339,15.320,52.063
-0.110,-0.243,1.251,-25.208,25.818,46.265
-0.137,-0.292,1.083,-16.724,35.889,42.908
-0.134,-0.264,0.946,-5.127,38.330,41.687
-0.087,-0.258,0.857,1.709,36.194,39.063
-0.021,-0.227,0.872,1.831,31.860,36.804
0.006,-0.215,0.878,0.244,29.114,34.302
0.019,-0.238,0.927,-0.977,27.405,31.555
0.017,-0.243,1.000,-2.441,26.917,29.602
0.015,-0.192,1.000,0.366,29.419,28.259
0.025,-0.168,0.967,6.470,31.616,24.109
0.051,-0.105,0.946,7.629,31.677,19.409
0.091,-0.168,1.010,4.517,31.067,12.329
0.125,-0.230,1.033,0.183,31.555,6.775
0.169,-0.302,1.086,-1.221,32.349,4.028
0.238,-0.346,1.127,0.183,34.058,2.136
0.316,-0.306,1.120,3.540,38.025,2.319
0.362,-0.104,1.135,5.737,42.603,3.601
0.414,-0.055,1.085,5.676,48.706,-0.305
0.410,-0.080,1.062,-1.831,54.321,-7.263
0.394,-0.067,0.999,-5.920,57.556,-11.719
0.407,-0.139,0.958,-3.357,56.458,-16.541
0.435,-0.269,0.946,5.981,53.040,-20.691
0.491,-0.258,0.978,15.991,47.974,-16.296
0.543,-0.226,0.999,27.527,44.434,-9.827
0.590,-0.149,0.927,42.114,43.091,-3.784
0.609,-0.062,0.769,56.274,41.687,2.014
0.635,0.199,0.600,60.486,38.330,7.568
0.694,0.414,0.587,56.030,30.090,5.615
0.714,0.474,0.522,41.931,24.963,-4.456
0.716,0.560,0.559,17.273,19.714,-19.348
0.644,0.230,0.627,-1.831,14.160,-41.748
0.521,-0.265,0.637,-13.672,12.024,-59.265
0.416,-0.552,0.695,-17.456,5.554,-59.204
0.346,-0.526,0.752,-14.038,-1.526,-50.415
0.347,-0.558,0.816,0.305,-9.583,-44.983
0.330,-0.605,0.887,12.268,-14.099,-43.152
0.311,-0.547,0.915,17.639,-15.686,-38.025
0.300,-0.549,0.951,15.015,-16.052,-34.607
0.297,-0.610,1.002,8.118,-15.259,-32.776

0.761,-0.571,1.243,-7.446,-7.263,43.762
0.803,-0.439,1.278,-4.028,-4.761,49.866
0.837,-0.339,1.209,-0.061,1.160,52.856
0.892,-0.262,1.184,1.099,3.540,52.368
0.927,-0.196,1.116,-4.150,4.272,52.673
0.952,-0.201,1.031,-5.127,5.798,49.194
0.955,-0.248,0.983,-5.188,3.418,43.640
0.977,-0.334,0.976,-1.892,-1.709,39.673
0.984,-0.399,0.916,1.465,-4.211,37.842
0.998,-0.467,0.955,2.380,-8.240,37.537
0.999,-0.436,0.937,5.188,-11.353,38.818
1.003,-0.395,0.873,9.460,-11.719,40.222
1.008,-0.346,0.879,6.042,-13.794,38.757
1.006,-0.277,0.860,2.014,-15.320,37.170
1.009,-0.231,0.843,-2.747,-15.930,33.264
1.013,-0.225,0.836,-5.066,-17.944,26.428
1.008,-0.136,0.848,-5.005,-20.447,19.836
0.997,-0.042,0.815,-3.113,-21.912,11.841
0.952,0.081,0.717,-0.793,-23.010,1.526
0.908,0.151,0.669,-2.380,-27.527,-10.864
0.887,0.250,0.769,-8.179,-34.607,-24.414
0.852,0.236,0.888,-13.672,-37.781,-40.405
0.759,0.169,0.933,-16.296,-33.752,-56.885
0.648,0.058,0.990,-15.503,-25.818,-70.618
0.506,0.035,1.041,-15.991,-14.404,-80.444
0.282,0.199,0.903,-15.381,3.540,-85.205
-0.060,0.523,0.623,-10.315,21.118,-91.370
-0.409,0.760,0.187,-3.479,30.029,-105.957
-0.806,0.962,-0.160,0.732,27.344,-127.441
-1.141,0.956,-0.340,-4.944,13.550,-151.611
-1.456,0.738,-0.252,-24.353,-6.592,-174.133
-1.745,0.495,-0.082,-45.593,-23.254,-185.913
-2.011,0.243,0.186,-70.129,-36.560,-187.561
-2.241,-0.005,0.382,-83.252,-44.739,-180.664
-2.442,0.162,0.569,-93.262,-52.612,-166.321
-2.495,0.324,0.862,-86.365,-65.857,-160.522
-2.406,-0.152,1.324,-77.881,-80.200,-172.302
-2.158,-0.781,1.762,-73.547,-84.595,-173.401
-1.761,-1.223,2.187,-57.312,-80.627,-153.381
-1.356,-1.489,2.282,-11.047,-61.829,-124.573
-1.024,-1.612,1.873,67.078,-30.640,-94.788
-0.919,-1.613,1.267,147.705,-4.456,-63.721
-0.861,-1.348,0.662,208.618,6.042,-28.381
-0.864,-0.899,0.255,231.995,0.183,6.897
-0.833,-0.388,0.198,208.008,-18.311,36.377
-0.770,0.135,0.535,151.794,-39.307,55.603
-0.690,0.462,0.981,84.229,-50.537,62.256
-0.597,0.601,1.367,23.132,-45.654,56.458
-0.493,0.464,1.540,-23.804,-28.625,42.969
-0.451,0.244,1.467,-48.157,-4.517,30.823
-0.449,0.084,1.240,-52.124,15.198,25.696
-0.500,0.065,0.907,-45.898,26.978,24.963
-0.564,0.038,0.738,-42.542,26.550,24.963
-0.673,0.027,0.553,-21.057,20.935,24.536
-0.621,-0.086,0.508,-11.292,6.836,22.522
-0.593,-0.072,0.730,-21.545,-9.888,25.269
-0.598,-0.070,0.857,-39.001,-16.479,29.358
-0.644,-0.049,0.966,-50.171,-18.188,32.043
-0.678,-0.128,1.061,-52.368,-19.348,31.616
-0.677,-0.308,1.229,-52.917,-19.226,30.151
-0.682,-0.362,1.343,-48.279,-15.442,34.973
-0.712,-0.305,1.353,-37.292,-7.385,43.274
-0.774,-0.261,1.287,-23.376,0.061,48.645
-0.814,-0.298,1.195,-8.362,5.920,50.598
-0.831,-0.289,1.096,7.324,9.521,53.101
-0.828,-0.279,0.976,15.930,12.207,55.969
-0.808,-0.339,0.911,14.771,13.123,57.739
-0.785,-0.375,0.870,8.240,13.733,61.096
-0.761,-0.455,0.850,3.967,14.282,64.880
-0.740,-0.546,0.864,8.423,13.428,68.909
-0.685,-0.601,0.838,19.958,12.024,74.341
-0.621,-0.616,0.817,36.072,10.681,79.956
-0.555,-0.521,0.821,45.166,8.301,87.219
-0.462,-0.370,0.816,46.753,6.897,92.834
-0.401,-0.234,0.821,39.551,7.629,95.581
-0.375,-0.189,0.882,23.804,8.362,93.262
-0.337,-0.303,0.873,12.329,11.841,87.463
-0.314,-0.398,0.903,5.432,15.381,83.130
-0.264,-0.531,0.771,10.010,19.531,81.238
-0.156,-0.579,0.780,13.550,19.287,83.313
-0.064,-0.597,0.743,21.179,17.578,87.524
-0.001,-0.553,0.753,19.531,16.235,94.421
0.043,-0.458,0.719,20.142,14.954,99.915
0.106,-0.361,0.736,19.836,13.489,101.440
0.158,-0.259,0.776,15.076,11.230,100.830
0.242,-0.250,0.702,9.277,13.367,97.778
0.301,-0.242,0.725,-1.343,12.207,96.497
0.369,-0.188,0.742,-19.592,11.414,96.130
0.469,-0.043,0.868,-32.471,8.057,93.872
0.525,0.068,1.016,-32.471,7.019,84.290
0.597,-0.008,1.062,-23.071,9.277,65.369
0.716,-0.085,1.052,-18.188,13.306,50.110
0.829,-0.040,1.157,-23.132,17.334,41.687
0.922,-0.019,1.171,-28.076,25.330,32.532
0.971,-0.000,1.143,-24.963,35.461,21.912
0.995,-0.130,1.164,-18.433,42.480,9.644
0.974,-0.206,1.096,-6.897,49.500,1.221
0.978,-0.090,1.006,14.771,52.856,-0.488
1.017,-0.060,0.916,40.344,51.453,-5.981
1.047,0.150,0.781,63.354,50.537,-12.451
1.090,0.257,0.780,72.510,45.227,-21.484
1.111,0.163,0.670,65.491,43.579,-34.851
1.083,0.133,0.708,42.969,40.161,-40.710
1.009,0.085,0.688,18.616,36.987,-43.274
0.895,-0.070,0.654,2.869,32.410,-47.852
0.805,-0.264,0.689,-4.944,23.437,-50.171
0.732,-0.446,0.703,-2.686,14.038,-47.363
0.664,-0.498,0.755,0.000,5.188,-38.696
0.619,-0.517,0.836,2.258,-2.502,-29.663
0.573,-0.466,0.902,1.953,-7.141,-22.583
0.516,-0.427,0.924,0.793,-9.644,-17.883
0.462,-0.351,0.915,-3.235,-9.521,-16.541
0.414,-0.432,0.967,-12.634,-10.559,-20.020
0.358,-0.548,1.018,-25.513,-9.216,-22.339
0.299,-0.616,1.115,-36.194,-7.202,-21.362
0.234,-0.679,1.133,-40.771,-3.479,-19.714
0.173,-0.779,1.142,-34.363,0.122,-17.761
0.112,-0.806,1.097,-24.902,3.113,-11.047
0.064,-0.752,1.039,-15.259,5.493,-2.441

-1.925,0.223,0.770,-52.979,-65.613,-144.653
-2.053,-0.010,0.763,-47.241,-69.885,-143.616
-2.023,-0.347,1.043,-43.457,-81.421,-140.076
-1.891,-0.520,1.403,-40.833,-90.210,-124.634
-1.671,-0.706,1.806,-27.161,-91.064,-106.873
-1.364,-0.897,2.112,7.385,-82.214,-91.125
-1.082,-1.212,2.132,65.613,-60.181,-75.562
-0.926,-1.249,1.737,133.362,-30.273,-50.720
-0.846,-1.139,1.266,186.340,-7.141,-21.545
-0.813,-0.928,0.860,212.158,2.502,6.226
-0.824,-0.542,0.594,213.135,2.869,33.752
-0.774,-0.158,0.488,188.293,-3.296,55.176
-0.729,0.200,0.668,137.329,-13.306,67.566
-0.675,0.440,0.861,81.909,-15.869,69.519
-0.606,0.503,1.055,29.724,-11.414,62.866
-0.559,0.415,1.141,-9.827,-0.671,52.856
-0.582,0.275,1.068,-35.095,13.245,45.349
-0.677,0.206,0.891,-45.410,23.071,42.297
-0.700,0.083,0.679,-37.964,23.437,39.246
-0.701,-0.055,0.549,-26.245,15.564,38.269
-0.677,-0.060,0.620,-15.564,1.892,42.358
-0.702,-0.003,0.655,-8.301,-6.104,47.485
-0.646,0.074,0.785,4.089,-11.475,51.270
-0.620,0.220,0.821,-8.179,-13.245,53.650
-0.650,0.321,0.879,-22.522,-10.742,52.124
-0.687,0.284,0.839,-32.776,-7.446,46.082
-0.707,0.166,0.790,-39.063,-6.470,39.185
-0.670,0.042,0.893,-43.213,-10.376,35.645
-0.607,-0.048,1.022,-40.771,-13.245,34.851
-0.564,-0.101,1.060,-29.358,-11.963,36.133
-0.523,-0.061,1.078,-13.794,-9.949,38.452
-0.471,-0.000,1.103,2.441,-8.728,39.001
-0.439,-0.006,1.067,13.672,-4.700,37.109
-0.426,0.003,1.005,17.883,0.061,35.156
-0.406,-0.060,1.042,15.869,2.502,33.142
-0.407,-0.114,1.055,13.367,5.432,31.372
-0.395,-0.204,1.053,18.127,9.033,29.663
-0.383,-0.283,1.051,26.550,11.902,28.320
-0.347,-0.313,1.015,36.804,14.954,29.114
-0.300,-0.378,1.006,44.373,17.029,29.358
-0.273,-0.368,1.005,45.227,18.921,31.067
-0.246,-0.312,1.005,41.870,22.705,32.471
-0.214,-0.316,0.919,37.903,27.100,29.663
-0.154,-0.334,0.877,31.372,29.114,25.635
-0.074,-0.369,0.889,24.170,28.015,22.339
-0.004,-0.404,0.953,18.677,27.039,19.714
0.073,-0.430,0.991,16.479,26.672,18.188
0.141,-0.519,1.035,14.465,27.100,15.625
0.217,-0.496,1.047,18.799,29.175,16.479
0.270,-0.466,1.050,22.461,30.518,17.944
0.329,-0.428,1.046,23.865,33.081,18.433
0.376,-0.353,1.021,24.719,35.828,19.531
0.392,-0.285,0.972,28.564,37.781,19.714
0.429,-0.224,0.899,33.264,37.476,16.418
0.507,-0.237,0.875,35.400,34.485,9.277
0.571,-0.242,0.903,35.889,30.334,2.136
0.617,-0.213,0.873,32.288,29.602,-2.502
0.665,-0.226,0.935,23.071,28.320,-7.629
0.665,-0.235,0.947,14.282,29.419,-11.963
0.625,-0.258,0.941,10.254,31.311,-16.174
0.563,-0.373,0.871,8.911,32.837,-20.508
0.497,-0.451,0.827,7.263,31.006,-20.691
0.408,-0.476,0.790,7.141,26.550,-17.578
0.364,-0.457,0.766,10.315,19.958,-15.320
0.388,-0.459,0.906,13.733,10.681,-15.991
0.385,-0.446,1.001,17.944,5.310,-17.883
0.396,-0.480,1.037,19.897,5.554,-20.508
0.388,-0.546,1.080,16.663,6.592,-21.912
0.354,-0.536,1.096,10.864,10.315,-19.836
0.299,-0.605,1.036,8.118,14.893,-18.494
0.240,-0.673,0.969,3.479,16.846,-15.686
0.214,-0.807,0.893,-0.366,16.907,-9.766
0.202,-0.844,0.936,-6.897,13.367,0.183
0.211,-0.797,0.979,-9.705,10.010,12.146
0.233,-0.795,1.032,-5.615,7.751,21.606
0.255,-0.777,1.014,5.493,9.644,29.175
0.277,-0.668,1.003,13.306,10.010,39.063
0.318,-0.502,0.937,22.339,12.146,46.204
0.350,-0.307,0.908,21.973,14.099,48.340
0.369,-0.218,0.853,19.226,15.991,44.983
0.393,-0.197,0.860,14.404,17.639,38.391
0.391,-0.265,0.869,7.019,18.677,33.020
0.382,-0.275,0.880,2.563,20.020,32.410
0.372,-0.284,0.867,5.371,20.081,33.569
0.374,-0.187,0.836,12.756,18.921,35.889
0.383,-0.030,0.807,20.081,16.418,36.316
0.380,0.102,0.746,24.414,13.977,32.776
0.389,0.200,0.693,23.376,10.742,26.550
0.378,0.193,0.702,11.902,6.348,17.273
0.357,0.107,0.771,-2.380,2.441,7.507
0.326,-0.021,0.834,-11.719,-0.305,-0.305
0.284,-0.121,0.876,-14.954,-1.526,-5.127
0.233,-0.217,0.872,-15.137,-2.502,-8.240
0.185,-0.309,0.868,-13.855,-3.784,-9.827
0.145,-0.398,0.881,-12.878,-5.920,-9.338
0.099,-0.495,0.879,-13.184,-7.751,-7.446
0.089,-0.585,0.906,-12.817,-10.071,-3.723
0.084,-0.592,0.952,-8.911,-11.230,0.183
0.105,-0.533,1.013,-6.775,-11.963,5.127
0.117,-0.492,1.052,-5.981,-10.376,8.301
0.120,-0.428,1.038,-6.531,-6.958,10.071
0.111,-0.395,1.021,-7.019,-4.028,10.803
0.093,-0.389,0.996,-6.653,-1.465,10.315
0.076,-0.380,0.983,-4.822,-0.793,10.498
0.075,-0.349,0.965,-2.197,-0.305,11.475
0.085,-0.312,0.967,1.038,-0.427,11.902
0.109,-0.206,0.954,2.930,-0.427,12.390
0.128,-0.155,0.943,1.770,-0.061,10.071
0.141,-0.117,0.933,0.427,0.183,6.409
0.156,-0.140,0.933,-1.343,0.488,2.625
0.144,-0.151,0.893,-2.380,1.160,0.061
0.143,-0.194,0.909,-3.723,0.244,-1.770
0.146,-0.187,0.921,-3.784,-0.244,-2.686
0.138,-0.201,0.931,-3.906,-0.427,-3.784
0.125,-0.228,0.917,-3.662,0.366,-4.883
0.104,-0.222,0.896,-4.089,0.305,-5.676
0.076,-0.293,0.845,-4.578,-0.183,-7.935
0.060,-0.363,0.841,-4.761,-2.075,-8.423
0.055,-0.405,0.880,-4.883,-5.249,-6.714

-2.521,0.641,-0.429,-69.763,-26.611,-182.922
-2.810,0.358,-0.367,-89.050,-61.707,-195.984
-2.914,0.041,0.236,-127.991,-109.741,-192.871
-2.655,-0.365,1.260,-173.279,-151.978,-177.795
-2.264,-0.656,2.366,-211.365,-174.316,-151.367
-1.685,-0.872,3.242,-195.740,-167.175,-123.962
-1.091,-1.204,3.708,-119.690,-130.249,-107.056
-0.732,-1.486,3.304,4.150,-63.477,-88.928
-0.791,-1.585,2.188,124.512,9.094,-61.707
-0.861,-1.314,1.223,204.895,49.561,-22.156
-0.945,-0.868,0.447,232.483,60.303,17.273
-0.955,-0.255,0.014,210.693,47.852,55.969
-0.845,0.424,0.202,157.349,18.250,82.092
-0.650,0.902,0.551,93.567,-4.333,89.661
-0.426,1.025,0.855,41.443,-12.024,78.125
-0.293,0.940,0.922,11.719,-5.981,59.204
-0.284,0.821,0.739,2.136,3.540,41.199
-0.329,0.741,0.534,0.549,7.751,27.344
-0.399,0.624,0.461,-2.991,1.343,16.174
-0.478,0.501,0.427,-7.996,-9.888,8.484
-0.478,0.317,0.577,-12.939,-26.306,3.113
-0.419,0.126,0.896,-17.212,-40.466,0.610
-0.350,0.017,1.105,-16.968,-43.152,3.174
-0.339,-0.021,1.190,-12.268,-37.292,8.545
