aX,aY,aZ,gX,gY,gZ
-0.212,-0.772,0.855,-11.597,22.217,56.274
-0.124,-0.766,0.869,-9.460,18.677,62.622
-0.032,-0.561,0.831,-5.371,15.503,70.801
0.048,-0.330,0.917,2.075,9.705,73.120
0.148,-0.248,0.972,3.052,7.141,65.979
0.254,-0.180,1.083,2.686,6.714,57.251
0.366,-0.143,1.198,0.305,8.667,49.805
0.451,-0.035,1.255,-2.014,15.198,43.762
0.537,0.071,1.234,-1.038,22.705,36.072
0.611,0.097,1.310,-0.732,27.832,22.949
0.669,0.007,1.317,-3.784,35.095,8.728
0.711,-0.136,1.255,-5.493,44.067,-2.136
0.730,-0.153,1.226,-2.441,49.438,-5.859
0.778,-0.193,1.144,5.127,52.795,-7.996
0.809,-0.147,1.093,18.677,54.260,-8.118
0.808,-0.082,0.917,33.691,54.565,-5.920
0.795,-0.032,0.762,46.570,51.575,-4.639
0.787,0.039,0.709,49.805,43.091,-3.845
0.787,0.177,0.707,49.438,35.339,-5.005
0.831,0.153,0.804,42.480,29.236,-12.756
0.830,0.083,0.871,28.259,28.076,-22.278
0.777,0.121,0.882,18.372,30.090,-28.015
0.704,-0.029,0.844,13.062,31.677,-39.551
0.596,-0.291,0.766,10.254,33.203,-51.758
0.496,-0.525,0.611,15.930,32.104,-55.908
0.403,-0.695,0.559,18.005,24.780,-52.368
0.339,-0.753,0.519,19.958,14.832,-44.739
0.324,-0.702,0.577,24.170,4.028,-36.865
0.333,-0.687,0.708,24.658,-6.165,-32.349
0.342,-0.722,0.840,22.949,-11.414,-28.992
0.333,-0.704,0.919,19.287,-11.475,-24.109
0.335,-0.698,0.989,12.878,-8.789,-20.142
0.320,-0.794,0.993,9.033,-4.272,-18.799
0.296,-0.841,0.948,9.033,0.244,-13.916
0.264,-0.818,0.898,10.742,2.441,-5.676
0.233,-0.782,0.841,13.550,2.319,1.709
0.227,-0.694,0.789,17.273,0.000,9.460
0.249,-0.559,0.811,20.691,-4.211,16.602
0.272,-0.405,0.839,20.203,-7.019,20.752
0.283,-0.264,0.877,16.479,-7.690,20.935
0.284,-0.247,0.910,8.423,-6.348,16.418
0.267,-0.269,0.948,-0.244,-4.211,12.329
0.235,-0.301,0.956,-6.226,-1.892,9.338
0.202,-0.383,0.937,-8.362,-0.549,7.385
0.175,-0.419,0.928,-5.920,-0.122,7.202
0.143,-0.374,0.911,-0.977,-0.854,9.827
0.127,-0.325,0.880,2.075,-1.221,10.986
0.119,-0.260,0.894,3.357,-3.052,10.193
0.102,-0.255,0.897,2.197,-3.418,6.836
0.078,-0.298,0.897,-1.648,-3.540,2.625
0.057,-0.387,0.902,-7.568,-3.174,-0.671
0.042,-0.452,0.938,-11.719,-3.662,-1.648
0.033,-0.481,0.955,-11.597,-3.784,-1.038
0.033,-0.488,0.965,-8.057,-3.601,0.366
0.037,-0.467,0.948,-4.272,-2.747,2.258
0.040,-0.404,0.953,-2.136,-1.831,4.272
0.042,-0.343,0.941,-1.648,-0.793,3.723
0.026,-0.310,0.888,-1.282,0.916,1.282
0.006,-0.310,0.850,-4.578,1.404,-1.526
0.000,-0.363,0.869,-8.911,0.000,-4.211
-0.001,-0.413,0.909,-12.634,-1.160,-5.066
0.002,-0.469,0.931,-13.184,-1.770,-4.517
0.007,-0.502,0.939,-10.559,-2.502,-2.686
0.007,-0.497,0.922,-5.127,-2.686,0.488
0.014,-0.441,0.911,0.610,-3.418,4.761
0.027,-0.369,0.913,4.517,-4.517,7.629
0.048,-0.282,0.939,6.897,-5.676,8.484
0.071,-0.236,0.971,5.981,-5.493,6.775
0.080,-0.231,0.997,3.296,-3.479,3.174
0.075,-0.230,0.976,0.183,-0.793,-0.305
0.065,-0.236,0.927,-2.502,1.587,-3.540
0.059,-0.286,0.896,-5.005,2.136,-7.080
0.046,-0.380,0.916,-7.080,0.977,-9.338

-1.741,-0.282,0.861,-51.147,-51.453,-131.958
-1.647,-0.323,1.131,-44.067,-62.256,-120.300
-1.503,-0.446,1.437,-34.607,-67.688,-110.046
-1.309,-0.650,1.733,-18.127,-65.857,-99.915
-1.091,-0.792,1.860,10.498,-53.284,-85.754
-0.915,-0.866,1.831,50.415,-35.522,-67.993
-0.789,-0.862,1.589,94.849,-14.709,-48.279
-0.723,-0.729,1.173,131.775,2.441,-27.954
-0.738,-0.490,0.789,154.663,10.010,-8.972
-0.713,-0.286,0.478,161.316,6.042,4.517
-0.663,-0.093,0.412,148.376,-6.165,15.015
-0.577,0.085,0.539,116.150,-19.348,24.048
-0.501,0.262,0.791,75.012,-26.672,29.541
-0.458,0.294,0.918,37.842,-23.315,29.114
-0.418,0.197,1.024,4.639,-15.137,25.391
-0.424,0.130,1.060,-22.095,-5.798,23.804
-0.437,-0.003,0.995,-37.354,2.808,22.583
-0.458,-0.163,0.939,-44.250,7.629,22.156
-0.471,-0.186,0.879,-41.077,8.240,27.405
-0.499,-0.106,0.856,-33.997,4.578,34.485
-0.537,-0.101,0.815,-22.644,0.610,37.903
-0.552,-0.118,0.808,-0.916,-5.310,39.368
-0.556,-0.138,0.887,7.629,-15.015,40.344
-0.555,-0.136,0.984,7.996,-21.667,43.762
-0.554,-0.149,1.099,3.845,-22.278,47.668
-0.550,-0.143,1.158,1.038,-18.433,52.307
-0.565,-0.152,1.156,-0.854,-12.695,54.871
-0.579,-0.189,1.057,-0.549,-6.897,54.138
-0.595,-0.203,0.959,1.465,-3.357,53.650
-0.606,-0.277,0.873,6.042,-2.747,52.917
-0.600,-0.389,0.878,11.902,-5.310,53.223
-0.584,-0.424,0.879,15.137,-7.324,57.739
-0.581,-0.396,0.863,17.029,-7.935,64.148
-0.577,-0.354,0.885,17.944,-9.766,68.909
-0.568,-0.355,0.908,19.714,-11.230,70.923
-0.547,-0.416,0.995,23.682,-12.878,71.350
-0.508,-0.492,1.015,31.677,-12.268,71.411
-0.472,-0.461,1.055,40.161,-10.559,73.425
-0.393,-0.404,1.043,43.640,-6.592,74.463
-0.323,-0.296,0.971,44.067,-0.793,74.585
-0.277,-0.172,0.930,31.128,4.028,74.646
-0.239,-0.138,0.889,12.085,7.996,70.679
-0.210,-0.236,0.911,-3.357,9.644,62.317
-0.186,-0.413,0.902,-8.423,11.414,53.345
-0.151,-0.552,0.852,-4.456,13.000,49.377
-0.122,-0.602,0.823,1.404,12.268,50.842
-0.100,-0.516,0.752,8.911,10.071,55.542
-0.034,-0.422,0.718,14.526,5.127,58.228
0.047,-0.400,0.840,13.489,-1.770,56.763
0.112,-0.391,0.980,6.836,-5.066,55.298
0.186,-0.345,1.015,3.967,-3.113,53.589
0.291,-0.379,1.056,4.028,-0.671,49.377
0.380,-0.361,1.140,2.136,2.563,47.302
0.426,-0.250,1.081,1.648,10.864,47.852
0.491,-0.166,0.958,4.028,18.677,45.349
0.532,-0.181,0.899,3.418,21.057,39.124
0.572,-0.080,0.884,4.333,20.752,35.400
0.623,0.027,0.917,8.362,19.104,29.602
0.662,0.089,0.930,14.832,18.066,18.860
0.687,0.087,0.979,18.250,18.433,7.446
0.701,0.014,0.991,21.545,20.203,-2.747
0.694,-0.011,0.992,23.376,24.048,-8.850
0.685,-0.022,1.010,21.912,27.832,-13.000
0.670,-0.119,0.968,21.667,33.081,-18.860
0.618,-0.065,0.936,19.470,36.926,-23.865
0.559,-0.086,0.864,20.386,39.795,-32.532
0.489,-0.244,0.874,17.273,40.039,-45.471
0.416,-0.388,0.881,9.644,39.795,-54.077
0.374,-0.589,0.832,-0.061,40.405,-59.448
0.342,-0.792,0.840,-8.423,37.781,-60.303
0.347,-0.944,0.873,-12.146,33.936,-55.237
0.377,-1.003,0.901,-6.836,29.663,-46.570
0.412,-1.009,0.892,6.714,26.428,-36.194
0.420,-0.940,0.857,20.447,24.475,-24.353
0.417,-0.789,0.804,28.625,22.400,-13.184
0.448,-0.628,0.811,25.208,19.165,-6.348
0.496,-0.525,0.894,13.916,17.029,-4.395
0.526,-0.454,0.963,0.916,18.494,-5.066
0.525,-0.476,0.957,-8.118,23.499,-7.141
0.503,-0.512,0.905,-13.977,27.832,-6.836
0.467,-0.529,0.837,-14.954,29.541,-3.662
0.411,-0.492,0.768,-9.033,26.550,0.854
0.361,-0.470,0.655,3.418,20.691,4.883
0.343,-0.401,0.641,11.230,10.193,9.277
0.349,-0.337,0.714,12.939,-0.549,12.878
0.349,-0.200,0.804,11.353,-7.080,15.198
0.342,-0.143,0.914,4.272,-10.071,12.878
0.317,-0.159,0.965,-6.836,-8.484,7.080
0.278,-0.225,1.006,-15.747,-5.554,1.892
0.234,-0.334,1.019,-20.081,-2.625,-1.648
0.199,-0.423,1.009,-20.386,-0.549,-2.319
0.173,-0.453,0.998,-17.029,0.122,0.000
0.153,-0.403,0.983,-10.620,0.061,3.784
0.148,-0.341,0.949,-2.075,-0.854,6.470
0.157,-0.276,0.952,4.028,-1.953,6.775
0.170,-0.194,0.948,7.141,-2.197,5.371
0.174,-0.113,0.931,6.042,-0.977,2.258
0.175,-0.134,0.923,-1.099,1.465,-3.601
0.138,-0.217,0.921,-12.146,4.333,-9.338
0.093,-0.385,0.913,-21.484,6.958,-14.343
0.059,-0.549,0.901,-23.193,6.958,-15.686
0.047,-0.627,0.875,-17.822,5.859,-11.841
0.045,-0.586,0.848,-8.667,3.052,-4.822
0.061,-0.488,0.849,0.916,-0.854,1.465
0.085,-0.381,0.861,8.301,-4.089,5.127
0.105,-0.253,0.885,12.512,-6.287,6.592
0.124,-0.209,0.888,9.399,-5.737,3.723
0.130,-0.174,0.910,1.770,-4.089,-0.427
0.113,-0.265,0.900,-9.338,-1.343,-5.737
0.089,-0.330,0.915,-16.235,-0.183,-9.644
0.071,-0.409,0.933,-18.860,0.000,-10.620
0.062,-0.471,0.969,-16.724,-0.427,-9.827
0.062,-0.464,0.989,-10.498,-0.732,-6.592
0.056,-0.442,0.977,-3.296,-0.610,-4.089
0.053,-0.393,0.944,3.357,-0.671,-2.380
0.058,-0.359,0.952,7.568,-1.160,-1.892
0.064,-0.334,0.923,7.202,-0.732,-1.892
0.061,-0.312,0.888,2.808,-0.305,-2.136
0.073,-0.333,0.896,-3.418,-0.977,-2.869

0.591,-0.857,1.174,-8.911,10.437,37.598
0.633,-0.832,1.157,-6.104,12.939,46.631
0.672,-0.796,1.089,-2.930,15.564,56.213
0.723,-0.750,1.085,-0.183,15.198,65.063
0.766,-0.674,1.002,6.775,15.564,72.937
0.813,-0.557,0.911,14.832,14.099,79.956
0.879,-0.376,0.841,19.714,11.536,85.266
0.947,-0.176,0.770,18.433,8.789,86.853
1.006,-0.090,0.784,10.559,4.944,82.153
1.031,-0.077,0.771,0.427,4.089,74.585
1.026,-0.125,0.701,-11.353,4.211,67.200
1.028,-0.139,0.714,-24.048,1.221,61.157
1.029,-0.138,0.728,-29.907,-2.014,56.152
1.028,-0.135,0.719,-33.020,-5.066,51.208
1.029,-0.100,0.749,-31.921,-11.108,46.265
1.029,-0.118,0.802,-28.198,-18.921,40.588
1.003,-0.095,0.848,-22.400,-23.743,34.607
0.969,-0.063,0.863,-18.616,-25.818,28.564
0.932,-0.005,0.937,-18.921,-26.733,20.996
0.880,0.046,0.917,-18.860,-24.597,11.719
0.843,0.115,0.926,-22.705,-22.156,2.563
0.780,0.150,0.923,-26.611,-18.799,-7.141
0.683,0.235,0.875,-28.992,-14.160,-18.311
0.574,0.284,0.752,-26.489,-10.132,-31.921
0.442,0.328,0.596,-24.109,-8.362,-47.241
0.329,0.288,0.484,-20.752,-10.925,-62.195
0.209,0.235,0.504,-21.606,-16.968,-75.012
0.116,0.195,0.590,-18.433,-21.179,-84.167
-0.012,0.226,0.656,-10.193,-21.240,-91.614
-0.193,0.352,0.636,-2.014,-16.235,-97.046
-0.404,0.368,0.436,4.517,-9.521,-105.286
-0.622,0.300,0.323,3.296,-7.690,-113.464
-0.849,0.352,0.245,-4.761,-9.766,-116.760
-1.071,0.404,0.256,-19.958,-14.526,-119.934
-1.299,0.621,0.189,-31.067,-20.508,-126.526
-1.488,0.602,0.320,-36.560,-32.593,-140.686
-1.657,0.318,0.478,-38.757,-43.396,-159.851
-1.794,0.124,0.597,-46.021,-50.964,-165.955
-1.877,-0.123,0.661,-53.528,-57.190,-164.001
-1.872,-0.346,0.904,-61.829,-69.031,-154.236
-1.770,-0.531,1.200,-67.017,-79.590,-139.587
-1.587,-0.651,1.615,-64.087,-86.121,-122.437
-1.350,-0.881,1.959,-42.847,-84.656,-106.567
-1.107,-1.055,2.088,0.427,-70.068,-88.928
-0.943,-1.106,1.982,57.678,-48.218,-65.369
-0.862,-1.081,1.614,114.441,-24.780,-40.161
-0.818,-0.874,1.183,155.762,-9.460,-13.428
-0.812,-0.541,0.882,176.758,-5.554,10.071
-0.755,-0.259,0.638,179.321,-8.850,27.039
-0.705,-0.035,0.632,153.320,-16.602,38.269
-0.685,0.157,0.685,111.084,-22.583,45.532
-0.652,0.220,0.819,63.416,-24.963,46.936
-0.613,0.203,0.958,18.860,-23.132,44.983
-0.590,0.088,1.028,-14.282,-17.212,41.138
-0.586,-0.026,1.055,-35.034,-10.498,39.612
-0.609,-0.086,1.001,-41.138,-5.066,40.710
-0.624,-0.153,0.952,-41.016,-2.563,42.053
-0.688,-0.252,0.827,-21.912,-1.953,43.518
-0.696,-0.311,0.830,0.305,-8.362,45.471
-0.727,-0.321,0.865,10.010,-17.334,49.438
-0.746,-0.276,0.885,10.803,-21.851,53.528
-0.761,-0.164,0.874,8.850,-22.461,58.777
-0.773,-0.148,0.849,1.526,-22.522,59.875
-0.743,-0.237,0.893,-10.742,-24.353,57.861
-0.682,-0.371,1.023,-24.414,-26.611,56.580
-0.655,-0.388,1.109,-33.813,-24.414,60.547
-0.620,-0.314,1.122,-32.959,-18.555,65.369
-0.604,-0.254,1.084,-26.123,-12.512,65.308
-0.568,-0.299,1.019,-20.569,-7.385,61.035
-0.556,-0.354,0.973,-16.052,-4.517,57.373
-0.510,-0.429,0.887,-15.625,-3.052,55.847
-0.470,-0.448,0.873,-12.695,-3.723,57.129
-0.406,-0.466,0.891,-8.606,-6.592,59.143
-0.326,-0.467,0.985,-0.183,-9.827,61.096
-0.301,-0.416,1.127,-0.549,-10.498,63.049
-0.242,-0.358,1.184,-0.366,-5.859,64.026
-0.176,-0.324,1.240,1.770,0.793,61.279
-0.166,-0.302,1.236,4.272,10.071,56.519
-0.148,-0.318,1.025,13.000,21.851,49.805
-0.101,-0.381,0.869,18.311,27.649,42.542
-0.010,-0.387,0.799,13.916,27.039,40.100
0.111,-0.444,0.819,5.859,24.780,37.781
0.194,-0.527,0.849,-0.183,23.437,35.156
0.257,-0.520,0.807,-1.221,24.048,36.011
0.323,-0.506,0.791,0.244,22.522,37.354
0.395,-0.548,0.830,3.174,18.799,37.170
0.453,-0.546,0.882,8.606,15.259,38.391
0.509,-0.452,0.948,9.155,12.207,42.603
0.607,-0.279,1.030,9.399,11.475,43.579
0.746,-0.064,1.216,0.732,12.451,38.208
0.859,-0.122,1.338,-12.146,20.081,21.606
0.932,-0.256,1.373,-19.043,34.119,5.676
0.947,-0.290,1.323,-22.705,49.255,-2.014
0.949,-0.368,1.241,-21.423,62.805,-7.507
0.950,-0.456,1.165,-13.000,72.205,-11.108
0.928,-0.436,0.987,-3.418,79.956,-8.301
0.905,-0.296,0.808,7.507,82.397,-2.197
0.914,-0.161,0.586,19.348,78.308,0.549
0.968,-0.088,0.522,29.358,66.772,0.793
1.012,0.015,0.442,32.898,55.664,0.916
1.035,0.134,0.411,33.081,45.532,0.916
1.036,0.254,0.438,25.696,36.133,-1.038
0.982,0.249,0.456,14.587,29.480,-6.897
0.875,0.174,0.449,3.174,24.353,-14.893
0.750,0.046,0.493,-8.240,16.235,-22.095
0.622,-0.099,0.549,-15.625,7.080,-26.978
0.504,-0.230,0.633,-17.883,-1.099,-29.114
0.403,-0.319,0.699,-14.832,-9.399,-28.625
0.310,-0.388,0.776,-12.390,-17.395,-26.306
0.236,-0.474,0.872,-12.207,-23.254,-24.048
0.177,-0.552,0.964,-14.465,-26.367,-20.630
0.135,-0.583,1.071,-16.418,-26.978,-16.235
0.101,-0.637,1.158,-17.090,-24.902,-12.695
0.057,-0.651,1.182,-16.357,-19.897,-8.057
0.019,-0.666,1.172,-14.832,-14.282,-3.296
-0.006,-0.633,1.122,-11.047,-9.949,2.136
-0.011,-0.604,1.111,-6.042,-7.874,7.263
-0.005,-0.540,1.088,-0.366,-7.141,12.329
0.015,-0.411,1.089,3.967,-6.104,17.212

-1.397,-0.819,1.604,-56.519,-99.609,-122.986
-1.074,-1.053,2.000,-40.588,-93.567,-106.750
-0.829,-1.216,2.011,3.418,-70.801,-86.975
-0.718,-1.335,1.685,60.547,-41.077,-67.566
-0.716,-1.300,1.292,113.342,-19.409,-43.518
-0.766,-1.062,0.930,147.217,-10.681,-16.602
-0.782,-0.749,0.646,162.781,-14.832,8.240
-0.736,-0.461,0.672,148.437,-30.273,28.442
-0.634,-0.091,0.969,111.938,-45.044,45.593
-0.525,0.114,1.178,69.397,-46.875,53.467
-0.439,0.136,1.310,30.334,-38.391,53.101
-0.385,0.098,1.371,-2.319,-24.475,51.331
-0.375,0.113,1.265,-23.804,-7.751,51.270
-0.442,0.089,1.169,-35.095,4.517,49.622
-0.477,0.079,1.025,-39.307,10.498,48.889
-0.545,0.123,0.882,-43.518,10.010,48.889
-0.566,0.074,0.883,-47.913,4.211,45.898
-0.615,0.017,0.813,-39.856,0.122,43.579
-0.636,0.008,0.793,-30.945,-6.409,43.030
-0.657,-0.055,0.767,-28.809,-16.418,41.748
-0.673,-0.100,0.810,-24.902,-26.001,42.542
-0.637,-0.208,1.008,-17.883,-36.255,43.335
-0.602,-0.265,1.167,-9.216,-40.039,46.265
-0.569,-0.104,1.181,-0.305,-37.231,53.345
-0.527,0.010,1.143,6.836,-31.250,54.626
-0.519,0.078,1.083,6.470,-24.414,50.903
-0.525,0.065,0.973,-2.747,-16.052,45.898
-0.504,-0.047,0.927,-16.785,-11.475,40.833
-0.506,-0.127,0.938,-36.255,-8.484,39.368
-0.515,-0.227,0.975,-50.781,-6.287,40.344
-0.535,-0.311,1.019,-53.406,-3.845,41.870
-0.538,-0.448,0.951,-39.185,-2.197,42.969
-0.503,-0.641,0.905,-15.503,-4.639,44.861
-0.465,-0.708,0.932,8.911,-10.620,52.734
-0.425,-0.532,0.935,28.748,-14.282,66.040
-0.385,-0.236,0.951,39.490,-15.808,75.745
-0.346,-0.074,1.005,37.231,-14.587,74.890
-0.324,-0.128,1.048,26.245,-8.606,66.528
-0.316,-0.244,1.049,11.292,0.916,58.960
-0.292,-0.333,0.972,-2.625,10.925,54.810
-0.273,-0.414,0.868,-8.667,17.761,51.514
-0.244,-0.504,0.761,-7.080,19.775,49.255
-0.197,-0.579,0.718,-3.540,16.724,49.194
-0.156,-0.508,0.739,-2.747,12.390,52.795
-0.099,-0.391,0.838,-5.188,7.690,56.396
-0.056,-0.322,0.904,-6.897,5.432,55.176
-0.020,-0.261,0.972,-6.348,4.761,51.941
0.024,-0.222,1.044,-4.333,5.127,47.668
0.049,-0.166,1.106,2.014,8.606,41.931
0.080,-0.128,1.063,8.240,15.137,34.363
0.108,-0.157,1.081,6.592,19.470,26.489
0.126,-0.172,1.170,-0.549,23.987,20.325
0.144,-0.215,1.244,-3.540,29.785,13.611
0.178,-0.286,1.227,0.549,37.964,6.165
0.215,-0.339,1.151,7.507,46.753,0.793
0.242,-0.306,1.114,10.986,52.979,-0.610
0.272,-0.283,1.052,13.489,58.472,-3.174
0.325,-0.283,1.027,17.334,62.927,-7.874
0.417,-0.182,1.033,23.621,66.528,-13.123
0.513,-0.175,0.927,25.696,73.547,-21.179
0.593,-0.229,0.849,18.677,79.102,-29.297
0.632,-0.358,0.706,11.658,83.557,-34.607
0.698,-0.488,0.611,9.399,82.092,-34.851
0.794,-0.545,0.576,13.184,74.890,-31.433
0.939,-0.459,0.563,27.344,65.186,-24.719
1.073,-0.264,0.559,46.875,55.298,-17.151
1.144,0.079,0.478,62.073,48.706,-11.169
1.169,0.359,0.391,66.284,42.542,-12.939
1.140,0.416,0.309,53.711,35.706,-24.353
1.104,0.338,0.313,30.884,27.710,-38.452
0.996,0.170,0.398,3.113,18.921,-51.086
0.849,-0.106,0.485,-18.616,10.803,-61.890
0.682,-0.448,0.646,-27.893,1.221,-68.848
0.523,-0.772,0.797,-27.893,-6.531,-67.871
0.409,-1.012,0.973,-23.682,-13.367,-59.204
0.329,-1.132,1.146,-17.822,-17.090,-46.387
0.265,-1.146,1.220,-11.475,-15.930,-32.959
0.249,-1.060,1.298,-7.935,-13.306,-19.470
0.239,-0.928,1.363,-7.446,-8.240,-9.216
0.206,-0.861,1.338,-9.827,-0.610,-2.686
0.184,-0.844,1.295,-13.367,6.470,2.075
0.190,-0.818,1.273,-15.259,11.536,8.850
0.199,-0.718,1.216,-10.315,15.320,17.029
0.215,-0.584,1.135,1.587,17.700,23.743
0.239,-0.455,1.054,12.878,18.250,28.076
0.266,-0.279,0.994,18.677,17.822,31.494
0.283,-0.071,0.944,18.066,17.273,31.555
0.279,-0.008,0.843,11.475,17.822,25.696
0.255,-0.069,0.803,0.732,17.456,17.456
0.215,-0.193,0.801,-10.620,15.686,11.475
0.169,-0.312,0.786,-15.625,13.489,8.362
0.126,-0.424,0.773,-14.160,10.437,7.568
0.083,-0.438,0.751,-9.521,6.165,9.949
0.052,-0.458,0.741,-4.333,1.831,12.573
0.038,-0.450,0.770,-0.977,-2.930,14.893
0.039,-0.394,0.799,0.305,-6.592,17.151
0.052,-0.348,0.829,-0.183,-8.911,17.517
0.061,-0.340,0.858,-4.272,-9.338,16.296
0.060,-0.332,0.865,-8.240,-9.033,15.320
0.063,-0.319,0.860,-9.155,-9.094,14.709
0.078,-0.305,0.863,-7.080,-10.193,14.160
0.094,-0.275,0.906,-3.784,-12.024,14.160
0.099,-0.225,0.924,0.305,-12.756,13.977
0.104,-0.162,0.962,3.357,-12.451,12.573
0.107,-0.122,0.985,2.808,-10.986,9.277
0.106,-0.143,1.002,-1.648,-8.301,4.272
0.092,-0.206,0.995,-7.202,-4.761,-0.061
0.074,-0.290,0.972,-10.254,-1.892,-2.930
0.062,-0.342,0.957,-10.071,-0.793,-3.845
0.055,-0.377,0.931,-6.470,-0.671,-3.357
0.056,-0.379,0.939,-2.686,-1.587,-1.831
0.061,-0.394,0.955,0.305,-2.502,-0.488
0.067,-0.395,0.950,3.479,-2.075,0.488
0.076,-0.363,0.928,6.531,-1.648,1.343
0.098,-0.330,0.912,7.629,-1.282,1.465
0.112,-0.334,0.892,6.287,-0.916,0.610
0.120,-0.312,0.872,4.333,-0.854,0.366
0.121,-0.301,0.854,3.784,-1.343,-0.061
0.124,-0.328,0.841,3.906,-2.380,-0.854

-2.504,0.605,0.022,-22.278,-20.935,-157.715
-2.718,0.570,0.094,-30.945,-49.316,-166.016
-2.569,0.009,0.784,-71.228,-92.346,-177.673
-2.164,-0.744,1.679,-109.985,-121.887,-178.467
-1.617,-1.252,2.404,-118.530,-126.526,-159.424
-1.130,-1.504,2.702,-67.383,-103.882,-135.742
-0.849,-1.868,2.335,22.583,-59.387,-115.479
-0.846,-2.109,1.649,110.291,-14.221,-86.792
-0.905,-1.838,0.996,167.053,7.935,-37.659
-0.933,-1.248,0.687,177.551,7.935,12.695
-0.867,-0.663,0.691,155.029,-6.714,50.781
-0.718,-0.175,1.039,116.699,-22.156,74.402
-0.596,0.195,1.258,81.665,-23.804,85.754
-0.541,0.404,1.194,57.861,-10.254,84.473
-0.519,0.471,1.004,40.466,2.563,76.965
-0.503,0.481,0.765,27.283,11.597,69.031
-0.515,0.470,0.550,10.010,12.878,63.232
-0.520,0.502,0.500,-9.033,5.554,58.716
-0.527,0.475,0.486,-22.583,-5.981,52.063
-0.520,0.289,0.564,-29.297,-18.982,42.175
-0.521,0.138,0.621,-29.541,-30.823,36.621
-0.500,0.034,0.818,-32.043,-41.870,36.743
-0.501,-0.039,1.043,-39.917,-48.401,40.588
-0.556,-0.031,1.203,-34.424,-48.645,46.387
-0.575,-0.090,1.323,-11.902,-46.509,47.974
-0.578,-0.099,1.422,4.822,-45.898,48.706
-0.538,-0.068,1.452,22.339,-40.161,48.706
-0.507,0.004,1.436,31.616,-30.212,49.561
-0.506,0.071,1.284,29.602,-15.625,49.561
-0.534,0.163,1.118,10.864,-2.747,48.035
-0.575,0.102,0.959,-14.954,7.385,42.603
-0.617,-0.122,0.939,-41.077,12.329,36.011
-0.672,-0.412,0.985,-56.641,15.137,33.386
-0.739,-0.654,0.943,-56.152,19.226,38.086
-0.787,-0.723,0.832,-38.147,20.813,48.828
-0.798,-0.781,0.735,-12.451,16.541,60.547
-0.769,-0.725,0.690,8.911,9.338,73.730
-0.693,-0.565,0.693,24.109,2.014,87.585
-0.611,-0.417,0.793,27.283,-3.235,96.802
-0.570,-0.237,0.798,18.860,-2.136,101.013
-0.580,-0.045,0.794,5.005,-0.183,101.074
-0.573,-0.152,0.811,-11.353,1.648,91.980
-0.529,-0.347,0.903,-25.330,2.075,83.984
-0.487,-0.424,1.006,-32.837,3.601,84.167
-0.413,-0.427,1.066,-30.762,6.287,87.158
-0.328,-0.370,1.070,-19.165,10.254,88.623
-0.267,-0.240,1.099,-5.737,13.367,89.294
-0.235,-0.113,1.059,3.723,17.639,87.341
-0.197,-0.001,0.978,9.949,22.278,81.055
-0.096,0.020,0.904,9.766,24.414,71.106
0.047,0.031,0.910,4.333,24.292,61.218
0.153,0.059,0.996,-5.371,24.109,52.612
0.195,0.008,1.036,-13.611,27.893,42.603
0.207,-0.083,1.001,-13.916,33.569,33.997
0.190,-0.206,1.013,-11.963,36.255,28.137
0.173,-0.244,1.014,-6.592,36.804,26.672
0.223,-0.127,0.935,8.911,36.133,26.794
0.328,0.012,0.994,24.963,29.236,24.719
0.469,0.156,1.120,33.630,23.926,19.165
0.611,0.231,1.223,31.494,25.879,10.315
0.722,0.205,1.250,26.733,33.997,-0.854
0.845,0.072,1.164,23.376,46.143,-11.475
0.967,0.085,1.069,21.973,57.129,-20.142
1.055,0.161,0.871,27.344,67.627,-29.114
1.144,0.086,0.646,37.292,74.524,-42.480
1.136,0.027,0.442,51.514,75.134,-51.086
1.081,-0.048,0.201,54.260,72.266,-52.551
1.036,-0.033,0.133,47.668,58.838,-51.392
1.050,-0.010,0.173,41.931,39.795,-50.171
1.064,-0.005,0.341,36.804,24.780,-55.298
1.016,-0.120,0.403,28.564,15.686,-63.538
0.915,-0.218,0.492,15.503,11.047,-69.153
0.760,-0.414,0.516,-0.549,6.958,-73.730
0.615,-0.670,0.587,-12.390,1.282,-75.989
0.480,-0.869,0.709,-20.386,-7.202,-71.777
0.390,-1.033,0.852,-20.142,-16.602,-61.462
0.358,-1.111,1.046,-18.311,-24.536,-48.279
0.333,-0.988,1.278,-13.245,-28.381,-32.104
0.302,-0.871,1.342,-4.517,-24.292,-20.142
0.280,-0.765,1.402,-2.136,-18.616,-12.817
0.274,-0.705,1.432,-2.319,-11.536,-8.301
0.259,-0.699,1.409,-2.930,-2.563,-5.981
0.224,-0.708,1.359,-5.859,4.883,-2.563
0.190,-0.700,1.231,-4.395,11.230,2.319
0.175,-0.571,1.140,0.488,12.939,9.094
0.179,-0.485,1.067,4.639,12.207,13.916
0.189,-0.362,1.029,7.996,10.864,16.174
0.198,-0.252,0.978,8.667,10.376,16.907
0.195,-0.242,0.929,5.432,10.864,14.160
0.189,-0.289,0.932,-1.709,10.315,11.230
0.164,-0.331,0.915,-7.690,10.559,10.315
0.132,-0.368,0.865,-7.324,10.071,10.498
0.097,-0.372,0.798,-4.944,8.545,11.475
0.076,-0.363,0.799,-4.395,4.822,13.000
0.061,-0.366,0.818,-3.967,0.732,13.916
