aX,aY,aZ,gX,gY,gZ
-0.287,1.031,0.594,124.390,-43.335,266.602
-0.265,1.126,0.566,118.164,-41.321,258.972
-0.237,1.169,0.601,112.549,-41.748,248.962
-0.213,1.177,0.671,109.741,-41.443,238.831
-0.210,1.146,0.687,110.107,-39.551,228.943
-0.206,1.155,0.728,111.389,-37.415,221.191
-0.197,1.205,0.729,112.793,-34.424,215.027
-0.167,1.343,0.776,112.610,-31.860,208.557
-0.121,1.534,0.821,110.962,-29.236,200.134
-0.068,1.679,0.882,108.521,-25.269,186.035
-0.027,1.836,0.856,104.370,-19.043,169.250
-0.005,1.920,0.821,96.436,-13.062,150.818
0.002,1.905,0.812,84.961,-9.216,131.653
0.015,1.992,0.853,70.557,-5.920,117.371
0.039,2.098,0.851,56.580,-1.526,104.553
0.048,2.262,0.799,43.091,3.296,90.393
0.072,2.424,0.829,33.203,6.104,73.120
0.088,2.468,0.884,26.062,9.155,51.025
0.093,2.529,0.884,19.348,15.442,29.114
0.097,2.623,0.852,14.771,21.912,7.446
0.101,2.686,0.833,12.024,26.550,-15.442
0.082,2.683,0.788,7.141,30.457,-41.016
0.059,2.572,0.746,0.183,33.020,-66.895
0.040,2.447,0.757,-6.836,34.363,-89.417
0.020,2.287,0.776,-12.512,35.217,-109.253
0.001,2.117,0.799,-18.372,37.109,-126.282
-0.016,1.975,0.789,-23.621,40.710,-139.771
-0.028,1.845,0.797,-27.893,43.701,-151.123
-0.029,1.746,0.788,-31.616,47.302,-161.133
-0.041,1.638,0.740,-36.682,51.331,-170.227
-0.045,1.559,0.738,-42.664,53.345,-178.467
-0.055,1.488,0.709,-50.476,55.908,-185.791
-0.066,1.406,0.689,-57.495,58.594,-193.420
-0.072,1.344,0.689,-62.256,60.059,-200.562
-0.075,1.296,0.685,-66.467,61.951,-207.458
-0.102,1.249,0.650,-70.374,64.636,-214.722
-0.141,1.095,0.588,-75.806,67.261,-222.412
-0.172,0.904,0.569,-81.848,67.200,-227.295
-0.173,0.758,0.569,-85.083,66.040,-227.478
-0.143,0.746,0.568,-85.571,65.186,-224.121
-0.106,0.781,0.619,-85.999,64.453,-221.436
-0.067,0.859,0.623,-87.219,66.528,-222.290
-0.061,0.916,0.624,-89.722,69.092,-227.539
-0.082,0.853,0.532,-93.201,73.059,-237.915
-0.105,0.760,0.534,-94.177,72.937,-248.230
-0.120,0.611,0.535,-93.079,71.472,-256.165
-0.130,0.442,0.562,-91.919,69.458,-261.047
-0.108,0.351,0.550,-89.172,70.313,-260.620
-0.074,0.325,0.526,-87.036,71.350,-256.775
-0.046,0.323,0.457,-85.876,73.608,-254.272
-0.015,0.371,0.415,-85.266,74.280,-252.991
0.006,0.374,0.378,-85.571,74.036,-254.639
0.030,0.437,0.418,-88.501,73.364,-257.935
0.021,0.417,0.355,-91.675,75.256,-264.648
-0.010,0.345,0.315,-94.116,75.989,-272.888
-0.059,0.144,0.217,-94.727,74.585,-280.212
-0.064,-0.061,0.216,-90.271,69.031,-282.410
0.006,-0.026,0.250,-67.566,59.937,-270.996
0.025,0.068,0.210,-60.913,59.814,-268.250
0.038,0.089,0.178,-59.143,60.547,-271.362
0.040,0.058,0.190,-61.035,59.937,-277.039
0.009,-0.014,0.102,-63.599,62.134,-283.813
-0.011,-0.147,0.068,-65.491,61.096,-289.795
-0.039,-0.300,0.017,-65.247,58.472,-293.274
-0.042,-0.477,-0.010,-59.998,53.894,-293.091
-0.023,-0.518,0.015,-53.101,49.072,-288.208
0.020,-0.522,0.150,-50.964,45.288,-282.593
0.006,-0.630,0.103,-54.871,49.927,-279.236
0.033,-0.799,0.034,-61.401,54.932,-276.550
0.025,-1.046,-0.128,-64.148,57.007,-271.362
0.035,-1.348,-0.260,-64.819,54.871,-262.756
0.065,-1.600,-0.349,-63.538,47.424,-246.094
0.128,-1.745,-0.335,-64.087,37.476,-223.572
0.204,-1.710,-0.258,-64.575,28.931,-196.716

0.404,-1.942,-0.360,-82.092,14.771,-119.385
0.431,-2.043,-0.446,-75.989,9.644,-102.722
0.469,-2.147,-0.439,-65.063,-0.488,-85.022
0.512,-2.167,-0.403,-51.575,-10.376,-63.293
0.563,-2.102,-0.332,-41.443,-18.311,-39.063
0.612,-1.961,-0.275,-37.781,-23.010,-15.015
0.665,-1.812,-0.185,-38.086,-25.452,5.127
0.722,-1.589,-0.098,-39.185,-26.367,22.461
0.775,-1.385,-0.028,-39.185,-25.513,35.034
0.817,-1.252,-0.006,-37.415,-23.437,41.382
0.844,-1.166,0.032,-33.813,-22.034,44.739
0.872,-1.070,0.076,-28.870,-21.057,48.096
0.886,-1.010,0.106,-23.743,-19.043,50.598
0.897,-0.917,0.126,-17.456,-16.602,53.833
0.902,-0.824,0.141,-11.658,-14.038,56.213
0.907,-0.702,0.157,-7.385,-11.169,57.434
0.910,-0.576,0.174,-5.188,-8.179,56.335
0.906,-0.480,0.167,-4.639,-4.456,51.758
0.894,-0.432,0.151,-5.249,-0.916,44.861
0.875,-0.468,0.102,-5.676,2.014,36.560
0.854,-0.504,0.069,-3.845,3.296,30.151
0.843,-0.500,0.079,-1.160,2.991,26.855
0.832,-0.484,0.067,0.488,3.662,23.987
0.814,-0.493,0.020,2.075,4.395,20.691
0.803,-0.510,0.010,3.723,3.418,17.822
0.800,-0.484,0.045,4.761,1.770,16.357
0.795,-0.461,0.057,4.211,2.197,14.221
0.786,-0.464,0.046,3.357,3.357,10.864
0.777,-0.454,0.032,3.235,3.906,7.507
0.760,-0.502,-0.009,4.211,3.906,3.235
0.755,-0.495,0.001,6.226,2.319,0.732
0.749,-0.523,-0.010,7.812,1.038,-1.404
0.746,-0.562,-0.023,8.362,0.244,-3.296
0.742,-0.586,-0.001,7.446,-0.732,-3.601
0.742,-0.616,0.004,5.005,-0.854,-3.479
0.741,-0.631,0.022,2.319,-0.732,-2.502
0.741,-0.624,0.019,0.183,-0.549,-1.160
0.744,-0.615,0.023,-0.793,-0.549,-0.366
0.743,-0.622,0.028,-0.671,-1.221,-0.244
0.746,-0.627,0.032,-0.122,-2.075,-0.366
0.752,-0.613,0.047,0.793,-2.991,-0.305
0.759,-0.603,0.063,1.587,-3.296,-0.977
0.757,-0.640,0.067,1.221,-2.991,-2.441
0.768,-0.630,0.092,0.305,-2.380,-2.563
0.770,-0.655,0.075,-0.183,-1.038,-3.113
0.771,-0.659,0.069,-1.343,0.000,-2.808
0.771,-0.669,0.043,-2.319,0.916,-2.625
0.772,-0.665,0.028,-2.441,0.793,-2.380
0.775,-0.662,0.050,-1.282,-0.061,-2.258
0.776,-0.632,0.037,0.366,-0.244,-1.953
0.772,-0.653,0.041,1.221,-0.427,-2.869
0.772,-0.656,0.032,2.258,-0.244,-3.479
0.767,-0.678,0.032,3.174,-0.305,-3.723
0.764,-0.696,0.027,3.357,0.061,-3.540
0.763,-0.682,0.017,2.625,0.427,-2.258
0.764,-0.669,0.030,1.160,1.160,-1.526
0.759,-0.662,0.007,0.061,2.014,-1.587
0.757,-0.665,-0.003,0.061,2.197,-1.953
0.756,-0.663,-0.018,1.282,1.831,-2.258
0.753,-0.673,-0.020,2.563,0.977,-2.563
0.753,-0.682,-0.012,3.052,0.122,-2.502
0.754,-0.681,-0.014,3.601,-0.122,-1.953
0.750,-0.688,-0.025,3.784,-0.366,-1.404
0.746,-0.682,-0.016,3.296,-1.038,-0.671
0.753,-0.644,0.006,2.930,-1.282,0.122
0.754,-0.653,0.015,1.404,-1.343,-0.061
0.749,-0.671,0.010,0.427,-0.671,-0.244
0.751,-0.681,0.006,0.183,-0.549,0.000
0.750,-0.662,-0.001,0.854,-0.793,0.916
0.761,-0.652,0.029,1.221,-2.014,1.343
0.760,-0.649,0.031,2.014,-2.075,1.160
0.762,-0.636,0.047,3.052,-2.136,0.671
0.761,-0.630,0.037,3.845,-2.014,-0.061
0.759,-0.652,0.047,3.479,-1.770,-1.099
0.757,-0.650,0.062,2.380,-1.709,-1.465
0.759,-0.654,0.056,1.404,-0.977,-1.099
0.759,-0.632,0.040,0.732,-0.122,-0.793
0.759,-0.627,0.048,0.366,-0.183,-1.038
0.755,-0.646,0.031,0.732,0.000,-1.831
0.751,-0.660,0.014,1.648,0.000,-2.136
0.752,-0.652,0.022,2.869,-1.038,-1.892
0.752,-0.650,0.031,3.357,-1.282,-1.709
0.755,-0.650,0.033,3.052,-1.343,-2.136
0.752,-0.654,0.030,3.235,-1.099,-2.197
0.753,-0.674,0.045,2.625,-1.038,-2.136
0.757,-0.655,0.065,1.343,-0.671,-1.221
0.756,-0.644,0.039,0.122,0.427,-0.854
0.755,-0.650,0.035,-1.465,0.854,-0.977
0.755,-0.647,0.018,-2.319,0.854,-0.793
0.756,-0.626,0.014,-1.526,0.366,-1.038
0.758,-0.631,0.032,-0.854,-0.244,-2.197
0.759,-0.635,0.032,-0.366,-0.305,-3.113
0.753,-0.688,0.025,-0.061,-0.549,-4.272
0.750,-0.692,0.025,1.221,-0.793,-3.784
0.750,-0.706,0.050,1.831,-1.526,-2.747
0.748,-0.694,0.047,1.160,-1.099,-1.221
0.751,-0.672,0.058,-0.305,-1.038,-0.244
0.750,-0.661,0.049,-1.221,-0.122,-0.305
0.752,-0.647,0.074,-1.587,-0.183,-0.732
0.751,-0.649,0.055,-0.793,0.854,-1.953
0.751,-0.676,0.048,0.488,1.099,-3.357
0.751,-0.688,0.039,1.709,1.038,-3.967
0.747,-0.700,0.034,2.808,0.793,-3.906
0.739,-0.725,0.017,2.991,0.732,-3.601
0.737,-0.719,0.007,3.540,0.061,-2.258
0.735,-0.717,0.025,3.479,-0.549,-0.977
0.735,-0.689,0.024,2.563,-0.549,0.488
0.736,-0.677,0.018,1.526,-0.183,1.343
0.741,-0.633,0.029,0.916,-0.122,1.709
0.745,-0.628,0.031,0.183,0.183,0.549
0.740,-0.653,0.011,0.305,0.671,-1.099
0.735,-0.662,0.007,1.343,0.000,-2.075
0.736,-0.674,0.012,2.258,-0.671,-2.441
0.735,-0.694,0.026,2.075,-1.343,-2.502
0.730,-0.715,0.013,2.014,-1.221,-1.709
0.733,-0.707,0.017,2.197,-1.831,-0.549
0.736,-0.704,0.032,2.380,-2.625,0.427
0.738,-0.694,0.034,2.197,-2.380,1.282
0.740,-0.673,0.041,1.770,-1.831,1.953

-0.976,0.877,0.852,125.793,-76.599,380.554
-0.932,1.027,0.973,132.690,-77.271,373.352
-0.839,1.278,0.999,139.832,-73.608,364.258
-0.759,1.493,0.954,140.259,-66.589,349.670
-0.675,1.626,0.858,136.230,-59.998,328.491
-0.638,1.605,0.825,131.042,-56.580,303.406
-0.613,1.516,0.839,128.967,-56.091,280.457
-0.578,1.551,0.953,126.953,-55.908,264.099
-0.513,1.672,0.999,123.596,-51.697,251.221
-0.449,1.847,0.990,115.906,-44.373,238.220
-0.371,2.034,1.003,107.422,-37.537,221.313
-0.298,2.186,1.019,98.145,-31.067,201.111
-0.240,2.277,1.015,87.952,-24.048,178.833
-0.210,2.332,0.990,75.806,-15.808,156.372
-0.156,2.507,0.966,62.988,-8.789,136.719
-0.105,2.645,0.905,46.021,-1.953,115.417
-0.075,2.816,0.794,26.428,4.944,91.187
-0.059,2.858,0.706,12.268,9.094,62.622
-0.057,2.878,0.707,4.028,9.827,32.288
-0.072,2.804,0.697,-1.404,11.047,2.502
-0.095,2.713,0.658,-7.935,13.245,-24.353
-0.108,2.663,0.623,-14.038,15.137,-47.791
-0.115,2.628,0.586,-18.860,16.357,-71.106
-0.132,2.537,0.554,-24.170,16.907,-94.482
-0.146,2.392,0.539,-31.799,16.235,-117.004
-0.159,2.219,0.584,-39.673,14.832,-136.475
-0.169,2.039,0.639,-46.753,14.648,-152.466
-0.182,1.844,0.641,-52.795,16.357,-165.771
-0.183,1.677,0.671,-56.458,16.785,-175.354
-0.170,1.565,0.703,-57.983,16.663,-181.091
-0.154,1.484,0.734,-59.814,18.311,-185.608
-0.134,1.385,0.733,-62.500,20.996,-190.002
-0.111,1.363,0.740,-66.284,24.109,-192.627
-0.102,1.272,0.725,-70.190,27.222,-196.777
-0.092,1.271,0.709,-72.571,30.151,-199.951
-0.086,1.259,0.685,-74.219,31.799,-204.102
-0.090,1.224,0.679,-76.599,32.776,-209.534
-0.100,1.120,0.659,-80.200,34.424,-214.661
-0.089,1.023,0.670,-83.740,35.034,-217.651
-0.070,1.015,0.711,-83.862,35.767,-218.323
-0.043,1.060,0.697,-81.543,39.124,-219.971
-0.042,1.061,0.670,-78.125,42.542,-225.464
-0.052,1.029,0.638,-75.134,45.654,-233.826
-0.063,1.000,0.606,-74.341,47.974,-241.638
-0.085,0.975,0.596,-76.355,50.598,-249.084
-0.121,0.878,0.595,-78.674,52.307,-257.507
-0.167,0.722,0.547,-78.430,54.626,-265.198
-0.198,0.545,0.500,-74.585,54.504,-269.043
-0.183,0.396,0.531,-65.796,52.002,-268.066
-0.149,0.363,0.527,-58.777,53.284,-263.123
-0.113,0.441,0.498,-55.786,56.885,-256.653
-0.096,0.491,0.446,-58.533,61.157,-255.371
-0.090,0.518,0.387,-63.171,65.125,-258.545
-0.089,0.556,0.397,-67.078,65.186,-264.160
-0.119,0.494,0.341,-68.420,66.650,-273.193
-0.151,0.329,0.315,-67.200,66.589,-282.532
-0.165,0.161,0.276,-63.110,65.247,-287.415
-0.152,0.057,0.244,-56.274,64.026,-286.255
-0.131,-0.001,0.210,-49.316,62.439,-282.410
-0.103,0.044,0.175,-44.800,61.646,-277.405
-0.079,0.067,0.176,-44.128,60.059,-274.780
-0.069,0.061,0.146,-45.288,60.181,-275.085
-0.060,0.043,0.139,-45.471,59.265,-276.978
-0.055,0.032,0.126,-44.495,58.411,-279.968
-0.059,-0.012,0.118,-41.992,58.044,-284.485
-0.081,-0.119,0.045,-38.025,58.716,-289.062
-0.086,-0.272,0.072,-35.767,57.129,-291.992
-0.079,-0.382,0.055,-30.884,56.580,-290.894
-0.077,-0.505,0.028,-26.978,57.312,-287.292
-0.045,-0.521,0.041,-24.292,57.251,-280.457
-0.033,-0.541,-0.012,-25.391,59.448,-274.597
-0.016,-0.560,-0.048,-30.090,59.753,-270.752
-0.007,-0.666,-0.098,-37.781,59.387,-269.409
-0.009,-0.873,-0.176,-48.157,57.617,-268.127
-0.002,-1.165,-0.193,-56.885,53.650,-263.184
0.027,-1.403,-0.264,-62.927,50.293,-251.160
0.076,-1.513,-0.295,-67.810,44.312,-232.117
0.139,-1.607,-0.280,-71.716,38.757,-212.585
0.188,-1.653,-0.302,-74.463,34.180,-193.665
0.272,-1.699,-0.280,-75.684,30.212,-176.819
0.279,-1.671,-0.360,-72.754,27.039,-162.659
0.293,-1.974,-0.432,-67.322,21.851,-157.654
0.335,-2.059,-0.461,-65.308,16.174,-142.090
0.374,-2.198,-0.493,-63.660,8.667,-122.437
0.417,-2.264,-0.501,-62.134,1.892,-99.426
0.464,-2.253,-0.489,-59.204,-5.371,-73.364
0.517,-2.178,-0.413,-55.725,-14.038,-47.424
0.588,-1.980,-0.243,-51.025,-22.583,-23.499
0.648,-1.793,-0.149,-48.035,-25.024,-5.615
0.690,-1.684,-0.114,-45.898,-24.231,5.249
0.727,-1.617,-0.104,-42.603,-23.132,13.916
0.757,-1.557,-0.073,-36.621,-23.560,22.461
0.784,-1.493,-0.014,-28.320,-24.902,31.189
0.811,-1.378,0.070,-21.301,-25.391,40.161
0.834,-1.229,0.136,-16.357,-23.132,48.584
0.861,-1.044,0.217,-14.893,-18.616,54.749
0.874,-0.883,0.248,-17.090,-11.841,57.190
0.875,-0.815,0.218,-19.104,-3.845,54.504
0.863,-0.771,0.161,-16.724,1.160,50.476
0.847,-0.725,0.132,-10.559,3.784,46.570
0.829,-0.677,0.117,-3.479,4.883,43.091
0.804,-0.675,0.097,1.343,5.737,39.612
0.780,-0.680,0.062,4.333,6.714,37.292
0.752,-0.696,0.023,6.226,7.019,36.316
0.728,-0.691,0.015,7.263,6.714,36.743
0.723,-0.618,0.044,7.202,6.348,38.574
0.720,-0.506,0.043,5.005,7.751,39.490
0.716,-0.461,0.018,2.991,9.216,36.011
0.710,-0.417,-0.011,2.197,10.071,30.640
0.714,-0.398,-0.021,2.625,9.644,23.926
0.699,-0.459,-0.077,3.906,8.911,15.930
0.688,-0.538,-0.096,6.165,6.226,9.888
0.677,-0.579,-0.099,9.033,2.869,7.324
0.672,-0.647,-0.058,9.827,-0.305,6.714
0.675,-0.685,-0.041,8.362,-1.526,8.423
0.680,-0.661,-0.030,5.798,-1.770,12.268
0.697,-0.575,-0.007,1.953,-1.343,15.381
0.715,-0.491,0.035,-2.380,-1.282,15.503
0.723,-0.484,0.009,-4.944,0.244,10.986

-0.672,1.146,0.864,110.291,-75.195,342.712
-0.648,1.146,0.883,108.582,-69.702,328.491
-0.630,1.166,0.883,109.558,-64.392,315.430
-0.621,1.178,0.835,113.647,-59.937,303.406
-0.597,1.238,0.853,119.690,-59.326,292.664
-0.553,1.301,0.911,125.244,-59.631,281.860
-0.493,1.449,0.962,129.150,-57.556,270.935
-0.436,1.643,0.980,126.831,-52.979,258.423
-0.372,1.721,1.030,121.460,-48.828,241.516
-0.321,1.753,1.087,116.943,-43.945,222.351
-0.261,1.837,1.194,109.314,-38.330,205.627
-0.219,1.932,1.178,96.985,-28.259,190.125
-0.178,2.020,1.152,81.787,-17.639,175.232
-0.128,2.235,1.096,65.674,-8.423,161.743
-0.088,2.416,0.989,51.575,-0.366,145.447
-0.044,2.576,0.950,37.659,4.211,125.061
-0.007,2.675,0.952,26.733,7.935,101.501
0.005,2.755,0.908,15.564,13.123,76.355
0.006,2.739,0.828,5.005,18.066,49.438
-0.001,2.727,0.695,-3.174,21.851,23.437
0.002,2.746,0.700,-8.423,22.583,1.160
-0.006,2.769,0.653,-15.137,22.766,-21.912
-0.022,2.710,0.597,-21.973,24.475,-47.485
-0.042,2.575,0.615,-28.931,23.499,-72.998
-0.074,2.400,0.620,-36.621,23.621,-95.886
-0.107,2.220,0.635,-44.312,23.804,-114.624
-0.116,2.024,0.675,-48.767,23.254,-129.456
-0.117,1.879,0.697,-49.927,23.560,-140.625
-0.105,1.761,0.752,-51.453,24.902,-149.475
-0.088,1.683,0.748,-53.528,27.893,-156.860
-0.074,1.644,0.753,-55.115,31.006,-164.124
-0.067,1.560,0.759,-58.350,33.997,-173.401
-0.073,1.471,0.731,-62.378,38.025,-182.007
-0.076,1.385,0.707,-66.772,41.138,-189.087
-0.084,1.288,0.681,-70.801,43.213,-194.946
-0.092,1.173,0.668,-74.341,44.434,-198.853
-0.091,1.108,0.682,-77.332,45.593,-200.439
-0.077,1.095,0.689,-82.031,47.607,-199.890
-0.063,1.148,0.659,-86.365,51.331,-200.073
-0.047,1.230,0.624,-88.806,54.321,-203.491
-0.044,1.319,0.624,-92.712,56.580,-211.365
-0.074,1.307,0.562,-97.290,59.326,-224.548
-0.119,1.234,0.533,-98.694,59.875,-240.173
-0.182,1.050,0.535,-96.863,58.655,-254.761
-0.219,0.815,0.598,-92.834,56.702,-265.686
-0.233,0.641,0.588,-85.083,56.763,-269.958
-0.204,0.543,0.609,-78.796,57.800,-268.677
-0.181,0.650,0.570,-76.416,61.707,-264.099
-0.163,0.704,0.530,-79.407,66.528,-264.343
-0.166,0.762,0.476,-84.595,69.031,-269.470
-0.169,0.797,0.471,-88.257,70.129,-278.992
-0.209,0.747,0.418,-88.196,70.190,-291.809
-0.264,0.576,0.361,-85.205,69.031,-305.420
-0.295,0.369,0.405,-81.543,64.331,-313.904
-0.299,0.152,0.370,-75.500,62.195,-316.406
-0.271,0.066,0.351,-68.481,61.401,-310.913
-0.231,0.066,0.327,-64.697,60.120,-303.101
-0.194,0.086,0.295,-64.087,60.425,-296.997
-0.149,0.160,0.325,-68.420,60.120,-293.213
-0.136,0.202,0.281,-74.341,62.073,-293.579
-0.149,0.149,0.184,-78.979,63.782,-298.462
-0.158,0.052,0.130,-79.651,61.157,-304.077
-0.177,-0.102,0.052,-76.477,56.702,-308.044
-0.181,-0.283,0.078,-71.777,49.561,-307.983
-0.151,-0.384,0.108,-64.636,43.640,-303.589
-0.107,-0.302,0.178,-60.364,40.771,-295.349
-0.085,-0.276,0.173,-63.599,42.236,-291.016
-0.088,-0.381,0.083,-73.975,46.265,-290.955
-0.098,-0.528,0.006,-86.853,46.753,-289.124
-0.069,-0.634,0.030,-95.398,42.053,-283.508
-0.037,-0.688,0.063,-95.764,36.438,-276.245
-0.016,-0.752,0.053,-89.294,31.616,-271.484
0.012,-0.825,0.062,-79.285,27.100,-268.616
0.030,-0.953,0.012,-71.350,24.414,-265.869
0.036,-1.179,0.036,-68.176,22.644,-262.817
0.049,-1.388,-0.058,-69.519,23.926,-256.165
0.076,-1.525,-0.076,-74.707,23.010,-242.004
0.117,-1.591,-0.035,-79.651,20.813,-224.060
0.173,-1.719,-0.003,-81.299,18.677,-208.435
0.187,-1.729,-0.075,-77.759,18.005,-190.063
0.234,-1.891,-0.043,-69.885,13.428,-176.270
0.284,-1.959,-0.065,-65.918,10.925,-158.447
0.320,-2.024,-0.081,-63.049,9.338,-138.123
0.362,-2.076,-0.143,-61.096,9.827,-119.446
0.380,-2.158,-0.217,-59.326,8.911,-99.609
0.415,-2.172,-0.225,-56.274,5.859,-78.430
0.465,-2.167,-0.196,-50.781,0.671,-56.641
0.508,-2.083,-0.133,-45.715,-2.808,-33.813
0.560,-1.979,-0.066,-41.260,-4.883,-12.573
0.608,-1.797,-0.005,-36.133,-5.249,5.127
0.660,-1.616,0.060,-32.227,-4.333,19.287
0.696,-1.467,0.098,-29.053,-1.953,28.381
0.724,-1.367,0.111,-25.513,0.671,33.691
0.737,-1.317,0.120,-21.179,3.235,37.109
0.743,-1.246,0.112,-16.113,5.554,41.138
0.745,-1.152,0.121,-11.108,7.202,45.105
0.750,-1.060,0.158,-7.751,8.240,48.035
0.744,-0.997,0.138,-5.310,10.803,49.561
0.732,-0.908,0.136,-4.333,13.367,50.903
0.721,-0.832,0.135,-3.296,15.015,50.598
0.711,-0.797,0.128,-1.587,16.846,48.767
0.695,-0.777,0.076,0.183,18.921,46.509
0.675,-0.764,0.036,2.502,19.531,44.983
0.666,-0.709,0.028,4.150,18.555,44.922
0.656,-0.658,0.017,5.432,17.700,44.312
0.643,-0.621,-0.009,6.592,17.151,42.114
0.644,-0.570,-0.001,7.019,15.137,39.734
0.637,-0.554,-0.042,7.507,13.855,35.706
0.629,-0.555,-0.049,8.057,12.085,30.945
0.629,-0.556,-0.067,9.033,9.644,26.489
0.626,-0.561,-0.079,10.254,7.019,22.888
0.630,-0.563,-0.096,10.864,4.517,19.775
0.637,-0.551,-0.100,11.353,1.709,17.151
0.641,-0.563,-0.091,11.963,-1.099,14.282
0.647,-0.594,-0.057,11.719,-3.662,12.146
0.653,-0.598,-0.031,10.437,-5.249,11.353
0.660,-0.580,0.001,7.874,-5.981,11.536
0.670,-0.575,0.024,4.761,-5.493,10.559
0.680,-0.554,0.026,2.014,-4.517,9.277

-0.370,1.392,0.920,121.643,-78.247,285.645
-0.303,1.467,0.959,112.610,-73.914,273.132
-0.251,1.496,0.976,104.797,-68.115,259.094
-0.209,1.503,0.993,100.403,-62.317,247.253
-0.165,1.599,1.009,98.938,-57.678,237.854
-0.085,1.724,1.118,97.473,-53.284,227.539
-0.004,1.841,1.179,92.651,-46.082,215.759
0.044,1.981,1.115,83.130,-33.997,204.102
0.097,2.106,1.075,71.838,-23.987,191.101
0.139,2.182,1.069,63.049,-16.357,175.964
0.184,2.300,1.112,54.382,-8.850,161.377
0.229,2.495,1.094,46.082,-0.671,146.912
0.259,2.619,1.037,32.776,9.583,127.441
0.285,2.819,0.945,19.043,21.057,107.300
0.303,2.957,0.850,9.766,26.978,80.994
0.292,3.006,0.739,5.554,30.945,49.316
0.283,2.971,0.703,4.517,31.128,14.893
0.252,2.860,0.662,1.160,31.433,-17.273
0.217,2.751,0.586,-5.615,33.081,-46.387
0.168,2.571,0.628,-14.587,33.020,-72.876
0.103,2.357,0.566,-23.682,34.302,-95.947
0.102,2.217,0.661,-32.593,31.555,-113.403
0.071,2.126,0.712,-39.429,32.532,-126.282
0.047,1.974,0.657,-42.542,36.499,-141.785
0.042,1.922,0.780,-42.419,34.973,-154.541
0.006,1.769,0.711,-42.419,39.917,-168.518
-0.006,1.629,0.765,-42.114,40.833,-180.420
-0.023,1.493,0.784,-42.664,43.213,-189.697
-0.042,1.362,0.739,-44.983,47.363,-197.327
-0.044,1.249,0.770,-50.903,49.744,-202.393
-0.042,1.219,0.780,-58.105,53.040,-205.322
-0.046,1.191,0.785,-64.148,57.007,-208.862
-0.046,1.149,0.800,-66.406,60.608,-215.271
-0.054,1.098,0.780,-67.688,64.758,-222.229
-0.072,1.034,0.757,-68.420,68.787,-229.797
-0.085,0.960,0.736,-67.139,71.594,-237.061
-0.100,0.863,0.736,-65.857,73.730,-244.324
-0.115,0.775,0.731,-64.941,76.111,-249.573
-0.126,0.659,0.715,-65.491,79.651,-253.479
-0.133,0.554,0.663,-64.697,83.130,-255.981
-0.117,0.499,0.651,-62.012,85.510,-257.324
-0.107,0.476,0.637,-60.120,88.074,-257.812
-0.104,0.409,0.576,-62.561,92.102,-259.766
-0.111,0.327,0.494,-66.467,95.764,-260.620
-0.096,0.256,0.451,-68.420,96.741,-260.315
-0.087,0.221,0.418,-67.810,96.558,-258.789
-0.073,0.179,0.388,-66.406,96.313,-257.812
-0.058,0.158,0.402,-65.735,95.276,-256.653
-0.057,0.080,0.328,-64.575,96.497,-256.470
-0.036,0.002,0.302,-60.974,96.252,-255.981
-0.011,0.006,0.263,-56.458,95.764,-253.723
0.006,0.005,0.215,-54.260,96.069,-252.502
0.016,0.022,0.174,-53.528,95.337,-252.441
0.004,-0.033,0.079,-52.856,94.849,-254.089
0.008,-0.106,0.064,-50.659,90.820,-256.104
0.009,-0.104,0.051,-48.767,87.036,-255.981
-0.002,-0.157,0.008,-48.035,84.412,-256.287
-0.017,-0.208,-0.060,-48.035,81.299,-256.348
-0.022,-0.225,-0.070,-47.485,76.355,-255.249
-0.028,-0.229,-0.113,-45.898,71.472,-254.700
-0.013,-0.222,-0.115,-46.326,66.345,-254.700
-0.036,-0.329,-0.139,-48.950,61.707,-257.324
-0.022,-0.428,-0.185,-51.880,58.044,-259.155
-0.006,-0.560,-0.249,-57.617,54.260,-258.850
-0.010,-0.635,-0.263,-63.477,48.889,-256.470
-0.001,-0.788,-0.299,-68.909,43.640,-253.723
0.034,-0.917,-0.287,-73.059,37.170,-249.207
0.044,-1.032,-0.314,-73.608,31.250,-241.882
0.063,-1.165,-0.355,-73.486,25.513,-232.239
0.159,-1.281,-0.347,-75.378,17.700,-219.727
0.174,-1.292,-0.371,-78.491,11.841,-205.139
0.235,-1.512,-0.394,-79.224,3.784,-196.777
0.300,-1.590,-0.382,-79.529,-2.808,-181.763
0.339,-1.734,-0.367,-78.552,-8.484,-165.344
0.389,-1.783,-0.390,-77.209,-12.512,-147.949
0.450,-1.787,-0.265,-78.979,-19.836,-128.235
0.493,-1.884,-0.248,-80.566,-22.400,-111.328
0.548,-1.838,-0.187,-80.261,-25.146,-91.736
0.579,-1.835,-0.183,-77.820,-27.039,-74.402
0.618,-1.762,-0.120,-73.792,-30.090,-58.899
0.641,-1.737,-0.109,-68.115,-32.654,-45.715
0.672,-1.706,-0.031,-61.340,-35.339,-33.997
0.693,-1.675,0.014,-53.772,-36.926,-22.400
0.742,-1.600,0.121,-47.913,-37.170,-10.559
0.790,-1.515,0.226,-44.678,-36.377,0.610
0.828,-1.459,0.253,-41.626,-31.250,10.620
0.855,-1.317,0.256,-37.476,-26.123,20.752
0.875,-1.215,0.259,-33.081,-21.606,28.503
0.885,-1.133,0.250,-28.870,-17.700,33.569
