aX,aY,aZ,gX,gY,gZ
-0.116,0.535,0.196,-17.029,50.476,-136.780
-0.105,0.442,0.157,-15.076,40.649,-143.005
-0.062,0.336,0.174,-16.174,29.907,-146.912
-0.033,0.282,0.247,-17.883,19.409,-146.423
0.002,0.222,0.349,-15.747,12.390,-145.142
0.012,0.196,0.390,-15.625,10.193,-143.066
0.014,0.179,0.358,-16.235,10.925,-140.930
0.007,0.207,0.306,-15.198,11.719,-139.526
0.010,0.213,0.236,-15.320,10.193,-139.709
0.022,0.130,0.173,-18.555,7.324,-141.663
0.044,0.080,0.129,-20.020,1.831,-141.785
0.071,0.008,0.060,-21.240,-2.991,-140.625
0.093,-0.081,0.021,-24.597,-10.010,-139.893
0.122,-0.146,0.013,-23.132,-18.677,-136.353
0.147,-0.195,0.058,-19.714,-28.259,-132.385
0.167,-0.233,0.067,-18.311,-36.072,-128.113
0.175,-0.238,0.123,-15.320,-43.396,-124.084
0.183,-0.286,0.067,-11.414,-49.438,-121.460
0.183,-0.328,0.052,-12.512,-56.030,-118.896
0.167,-0.328,0.066,-14.832,-65.552,-115.234
0.167,-0.398,0.077,-23.376,-74.341,-113.647
0.172,-0.461,0.140,-30.457,-82.581,-111.023
0.186,-0.572,0.126,-36.743,-88.928,-108.337
0.185,-0.658,0.098,-41.931,-94.788,-103.516
0.167,-0.721,0.077,-44.128,-103.271,-96.252
0.154,-0.836,0.137,-45.044,-114.380,-88.501
0.119,-0.853,0.268,-39.856,-125.488,-77.515
0.093,-0.837,0.313,-33.936,-131.653,-65.735
0.062,-0.884,0.318,-30.396,-134.888,-57.251
0.024,-0.882,0.321,-29.846,-138.306,-47.424
-0.003,-0.922,0.326,-34.790,-142.883,-38.513
-0.017,-0.926,0.417,-39.551,-150.269,-29.236
-0.019,-0.940,0.493,-39.673,-156.311,-19.409
-0.029,-0.901,0.573,-38.086,-160.828,-9.277
-0.040,-0.865,0.654,-32.898,-163.635,0.427
-0.057,-0.867,0.696,-29.480,-163.513,8.911
-0.077,-0.862,0.705,-24.170,-162.842,18.738
-0.120,-0.791,0.787,-14.832,-164.246,29.907
-0.132,-0.814,0.850,-9.094,-165.283,38.391
-0.154,-0.849,0.978,-6.104,-166.748,47.180
-0.156,-0.872,1.121,-2.808,-167.297,57.312
-0.157,-0.860,1.249,2.869,-163.269,67.505
-0.195,-0.835,1.238,10.498,-153.748,77.271
-0.259,-0.748,1.152,21.545,-143.494,87.524
-0.321,-0.713,1.049,26.794,-137.085,94.543
-0.352,-0.643,1.125,26.733,-138.733,99.731
-0.365,-0.693,1.181,25.940,-140.137,102.539
-0.352,-0.793,1.296,31.555,-140.259,106.445
-0.362,-0.916,1.419,30.212,-138.916,112.427
-0.423,-0.804,1.484,27.893,-132.507,124.451
-0.463,-0.616,1.573,30.884,-126.282,135.376
-0.461,-0.617,1.587,21.057,-117.310,138.794
-0.472,-0.546,1.737,18.250,-113.037,143.921
-0.471,-0.469,1.887,22.766,-107.544,148.987
-0.465,-0.404,1.916,22.400,-95.459,152.161
-0.481,-0.281,1.988,19.653,-83.984,154.663
-0.475,-0.144,2.083,17.700,-73.914,155.457
-0.467,-0.045,2.059,13.855,-59.631,152.588
-0.462,-0.022,2.042,11.047,-46.692,148.376
-0.466,0.054,2.058,9.766,-36.682,145.752
-0.485,0.145,2.018,15.808,-25.391,143.494
-0.498,0.220,1.926,26.611,-14.709,138.916
-0.482,0.245,1.875,36.804,-7.812,132.690
-0.461,0.270,1.857,41.077,-3.418,127.014
-0.469,0.286,1.918,41.504,0.427,121.582
-0.466,0.343,1.876,41.992,7.812,116.333
-0.451,0.393,1.807,46.997,16.785,109.985
-0.433,0.496,1.775,54.871,21.484,103.821
-0.437,0.598,1.738,55.908,27.527,95.947
-0.423,0.636,1.627,62.927,32.471,85.205
-0.400,0.621,1.560,62.195,36.011,73.608
-0.370,0.605,1.553,54.443,36.987,61.951
-0.347,0.612,1.483,46.631,41.199,51.392
-0.334,0.595,1.351,43.640,45.593,40.405
-0.322,0.537,1.228,41.077,47.913,29.358
-0.316,0.496,1.127,35.645,47.546,19.409
-0.308,0.427,1.076,27.710,45.776,10.071
-0.306,0.332,1.000,17.700,44.617,1.831
-0.318,0.257,0.940,10.864,43.152,-3.540
-0.328,0.245,0.875,11.169,41.565,-7.507

-0.165,-0.442,1.941,-20.325,13.977,74.768
-0.172,-0.464,1.914,-28.320,25.208,75.745
-0.171,-0.448,1.873,-31.616,35.156,77.881
-0.164,-0.488,1.827,-32.776,43.274,80.505
-0.162,-0.491,1.790,-32.959,49.927,85.754
-0.182,-0.471,1.765,-31.982,55.664,91.675
-0.221,-0.330,1.734,-25.696,60.669,97.534
-0.247,-0.175,1.667,-21.973,65.796,100.098
-0.231,-0.054,1.652,-29.968,69.092,97.656
-0.238,-0.022,1.648,-44.678,73.547,91.125
-0.215,-0.110,1.576,-57.129,79.346,83.008
-0.207,-0.257,1.526,-68.298,84.839,75.806
-0.225,-0.234,1.367,-67.871,91.553,75.684
-0.223,-0.285,1.287,-62.927,94.360,77.881
-0.231,-0.234,1.199,-59.204,95.703,81.055
-0.252,-0.137,1.118,-55.908,94.238,84.595
-0.273,0.022,1.032,-49.561,91.919,85.571
-0.276,0.187,1.028,-48.828,86.487,82.581
-0.245,0.214,1.157,-62.256,79.834,73.853
-0.223,0.161,1.278,-78.430,79.285,63.354
-0.212,0.150,1.263,-84.412,85.388,55.237
-0.203,0.204,1.155,-83.374,92.896,49.011
-0.198,0.281,1.159,-77.454,95.032,44.006
-0.179,0.416,1.174,-68.298,94.543,38.574
-0.174,0.560,1.104,-72.327,99.304,31.189
-0.180,0.712,1.092,-85.510,102.844,20.569
-0.175,0.777,1.066,-100.586,104.736,6.409
-0.160,0.762,1.055,-109.497,107.483,-8.484
-0.158,0.767,0.997,-104.431,110.596,-21.484
-0.157,0.786,0.871,-95.398,114.746,-33.020
-0.160,0.805,0.777,-86.182,114.624,-45.227
-0.155,0.804,0.745,-78.735,111.389,-57.556
-0.159,0.753,0.742,-78.491,108.337,-69.641
-0.162,0.677,0.762,-81.787,106.873,-80.688
-0.176,0.626,0.815,-82.886,105.713,-88.257
-0.190,0.602,0.824,-77.881,106.995,-93.567
-0.215,0.573,0.726,-74.585,111.938,-98.999
-0.239,0.621,0.620,-66.223,113.586,-102.661
-0.252,0.629,0.526,-62.805,112.366,-108.337
-0.246,0.678,0.417,-65.125,108.887,-116.028
-0.244,0.730,0.367,-69.885,101.807,-123.718
-0.235,0.686,0.241,-77.148,95.520,-132.935
-0.209,0.673,0.120,-88.867,86.060,-140.442
-0.169,0.620,0.087,-92.407,73.242,-147.278
-0.127,0.521,0.058,-86.487,59.814,-153.076
-0.074,0.329,0.284,-71.289,43.213,-157.471
-0.046,0.359,0.385,-54.871,36.072,-154.907
-0.047,0.414,0.273,-41.077,39.673,-151.672
-0.070,0.479,0.156,-33.325,39.001,-152.588
-0.080,0.536,0.108,-32.288,32.898,-154.541
-0.078,0.445,0.029,-36.255,26.184,-161.072
-0.065,0.278,0.041,-39.856,16.846,-167.175
-0.054,0.199,0.051,-32.654,8.362,-167.236
-0.036,0.125,-0.001,-24.231,3.235,-165.955
-0.012,0.010,-0.030,-21.790,-3.052,-164.429
0.011,-0.044,0.009,-26.184,-11.169,-160.645
0.032,-0.128,0.082,-33.447,-18.311,-156.433
0.037,-0.214,0.024,-39.612,-21.301,-152.832
0.032,-0.302,-0.046,-38.635,-25.208,-147.949
0.033,-0.334,-0.080,-32.715,-32.227,-142.029
0.036,-0.327,-0.061,-26.245,-41.626,-136.414
0.053,-0.327,-0.061,-24.536,-50.232,-132.202
0.074,-0.445,-0.027,-29.602,-59.387,-130.737
0.106,-0.584,0.100,-34.790,-70.435,-127.502
0.138,-0.698,0.239,-38.147,-78.430,-120.789
0.146,-0.695,0.293,-37.781,-80.688,-110.657
0.135,-0.672,0.304,-37.476,-81.726,-101.563
0.106,-0.639,0.284,-40.466,-83.496,-94.910
0.108,-0.677,0.245,-47.302,-87.219,-90.332
0.106,-0.772,0.240,-55.176,-92.285,-85.693
0.116,-0.828,0.208,-60.730,-99.548,-78.369
0.128,-0.927,0.177,-65.247,-107.178,-68.970
0.131,-0.957,0.277,-60.669,-117.554,-56.824
0.114,-0.888,0.322,-51.819,-124.756,-42.725
0.089,-0.830,0.386,-48.340,-131.470,-31.494
0.059,-0.754,0.451,-45.837,-137.939,-21.729
0.017,-0.668,0.448,-45.532,-141.418,-13.000
-0.014,-0.660,0.443,-46.997,-145.691,-7.324
-0.041,-0.660,0.464,-49.988,-151.062,-1.770
-0.068,-0.672,0.521,-53.589,-157.776,4.517
-0.099,-0.671,0.639,-60.364,-164.185,12.268
-0.144,-0.633,0.795,-61.523,-169.434,21.790
-0.197,-0.602,0.938,-58.533,-171.143,30.945
-0.239,-0.522,0.957,-51.270,-167.603,40.161
-0.274,-0.483,0.991,-43.396,-163.757,48.096
-0.306,-0.438,1.022,-34.546,-160.645,53.894
-0.333,-0.425,0.978,-25.452,-156.860,59.021
-0.366,-0.546,0.946,-23.621,-154.358,62.073
-0.418,-0.629,1.012,-25.269,-156.433,68.298
-0.479,-0.552,1.116,-21.240,-158.386,79.407
-0.506,-0.454,1.172,-11.108,-157.654,88.806
-0.513,-0.372,1.264,2.747,-157.776,95.581
-0.520,-0.328,1.380,10.376,-156.982,100.830
-0.579,-0.295,1.514,9.399,-153.564,104.797
-0.594,-0.273,1.691,5.310,-147.217,108.459
-0.610,-0.300,1.805,-1.648,-135.986,110.718
-0.601,-0.414,1.814,-9.949,-119.690,113.586
-0.593,-0.449,1.836,-14.587,-105.774,120.117
-0.599,-0.502,1.708,-13.733,-90.149,128.723
-0.619,-0.446,1.704,-9.277,-79.285,139.404
-0.648,-0.359,1.857,-0.793,-75.317,150.940
-0.672,-0.267,1.980,0.916,-65.125,159.729
-0.677,-0.173,2.094,0.427,-52.185,165.527
-0.674,-0.174,2.205,2.014,-37.903,167.603
-0.676,-0.085,2.266,7.202,-22.400,170.410
-0.668,0.086,2.170,20.386,-5.798,173.889
-0.647,0.289,2.118,37.048,5.615,173.218
-0.629,0.494,2.140,52.490,14.099,168.945
-0.605,0.670,1.995,67.322,24.841,160.583
-0.573,0.767,1.881,71.716,32.776,148.132
-0.531,0.848,1.765,68.115,37.170,134.766
-0.484,0.799,1.711,57.495,40.588,120.789
-0.458,0.845,1.661,55.237,43.030,109.436
-0.433,0.845,1.547,55.969,46.692,98.877
-0.393,0.813,1.425,52.124,48.584,87.280
-0.361,0.810,1.394,44.434,47.058,78.247
-0.344,0.847,1.339,38.208,47.424,69.885
-0.338,0.883,1.237,39.734,49.683,61.096
-0.334,0.875,1.108,43.030,50.232,49.377

-0.287,0.135,1.736,-101.807,71.411,75.378
-0.314,0.030,1.511,-122.681,89.233,64.392
-0.330,0.045,1.390,-125.366,96.008,60.303
-0.331,-0.010,1.261,-116.516,101.074,56.763
-0.332,0.032,1.138,-100.952,101.868,55.603
-0.329,0.049,1.048,-87.585,98.450,55.481
-0.317,0.084,1.054,-75.256,92.102,54.932
-0.302,0.241,1.231,-60.486,84.290,54.871
-0.290,0.471,1.413,-59.753,83.130,51.086
-0.273,0.505,1.525,-72.144,89.111,38.757
-0.259,0.596,1.459,-91.919,100.708,25.391
-0.260,0.628,1.391,-118.164,114.807,11.475
-0.264,0.610,1.355,-136.108,123.962,-4.028
-0.262,0.560,1.258,-141.663,133.362,-16.968
-0.258,0.503,1.055,-132.629,142.395,-26.978
-0.263,0.506,0.864,-115.295,145.386,-34.302
-0.277,0.537,0.722,-98.206,140.808,-40.405
-0.275,0.558,0.623,-81.604,133.057,-47.546
-0.265,0.606,0.669,-66.895,120.728,-55.176
-0.249,0.593,0.849,-57.251,109.863,-62.866
-0.233,0.578,0.948,-57.617,108.459,-71.472
-0.239,0.488,1.021,-62.622,112.488,-79.163
-0.265,0.415,1.046,-70.862,120.667,-85.693
-0.307,0.452,0.991,-72.327,130.432,-89.050
-0.329,0.562,0.753,-67.261,139.404,-92.773
-0.321,0.505,0.546,-64.575,141.479,-102.051
-0.304,0.598,0.406,-60.608,134.766,-109.009
-0.296,0.643,0.320,-59.143,125.000,-116.089
-0.276,0.662,0.198,-59.509,116.028,-124.756
-0.262,0.669,0.085,-61.523,104.919,-132.263
-0.246,0.638,0.163,-57.861,88.196,-139.832
-0.238,0.601,0.201,-51.880,76.660,-146.545
-0.214,0.525,0.180,-44.922,70.129,-152.771
-0.177,0.454,0.156,-34.546,63.171,-157.166
-0.136,0.372,0.226,-28.076,55.298,-159.180
-0.096,0.347,0.248,-24.231,51.331,-158.630
-0.078,0.393,0.155,-21.851,52.429,-157.166
-0.071,0.457,0.057,-19.775,51.453,-157.043
-0.068,0.499,-0.021,-23.804,46.936,-159.668
-0.069,0.488,-0.094,-32.959,40.466,-163.452
-0.077,0.430,-0.196,-40.222,31.616,-169.067
-0.074,0.323,-0.304,-44.067,20.081,-173.645
-0.054,0.192,-0.272,-44.312,5.127,-175.781
-0.009,0.075,-0.177,-38.086,-9.033,-175.110
0.031,-0.086,0.000,-35.706,-20.020,-172.668
0.058,-0.094,0.018,-32.349,-23.865,-165.344
0.071,-0.134,0.026,-35.278,-25.940,-159.424
0.071,-0.119,-0.057,-38.147,-28.259,-154.236
0.056,-0.146,-0.161,-45.410,-32.959,-151.855
0.039,-0.140,-0.155,-50.537,-43.518,-150.330
0.035,-0.181,-0.185,-52.734,-54.504,-150.146
0.040,-0.329,-0.192,-54.810,-65.491,-150.635
0.058,-0.473,-0.048,-57.861,-80.994,-148.071
0.071,-0.577,0.097,-61.279,-93.628,-141.418
0.057,-0.688,0.169,-67.078,-99.548,-133.179
0.047,-0.719,0.214,-66.040,-103.455,-124.207
0.032,-0.724,0.239,-64.819,-107.300,-115.234
0.019,-0.787,0.281,-69.885,-112.366,-108.337
0.027,-0.910,0.374,-78.186,-118.896,-101.746
0.034,-1.019,0.426,-78.857,-123.047,-93.079
0.032,-1.045,0.492,-73.486,-126.648,-80.505
0.019,-1.069,0.521,-70.068,-128.784,-66.833
-0.004,-1.014,0.590,-65.186,-130.798,-52.063
-0.032,-0.907,0.610,-59.814,-133.057,-37.903
-0.068,-0.858,0.601,-58.960,-134.705,-28.503
-0.074,-0.869,0.688,-56.091,-139.648,-20.508
-0.066,-0.926,0.707,-52.063,-142.273,-12.390
-0.069,-0.903,0.850,-51.147,-146.667,-2.502
-0.083,-0.852,1.115,-48.340,-151.611,7.812
-0.095,-0.811,1.155,-46.082,-146.790,17.273
-0.124,-0.853,1.145,-45.227,-138.489,26.306
-0.160,-0.859,1.077,-40.344,-132.141,37.170
-0.205,-0.831,1.003,-36.072,-126.221,49.377
-0.260,-0.764,0.945,-28.320,-124.329,60.608
-0.272,-0.746,0.931,-22.034,-126.221,68.970
-0.281,-0.744,0.991,-15.869,-130.249,75.867
-0.302,-0.730,0.978,-9.277,-132.629,83.557
-0.326,-0.717,1.004,-4.761,-135.193,91.797
-0.359,-0.649,1.107,0.854,-139.282,101.929
-0.412,-0.598,1.198,6.653,-139.832,110.901
-0.449,-0.473,1.200,11.353,-136.719,119.263
-0.468,-0.467,1.083,16.541,-132.263,124.451
-0.497,-0.603,1.059,10.742,-132.568,127.014
-0.528,-0.649,1.275,6.958,-139.587,135.132
-0.546,-0.574,1.483,14.160,-141.418,146.790
-0.583,-0.497,1.554,23.193,-135.620,156.311
-0.617,-0.321,1.588,23.437,-129.639,165.161
-0.646,-0.186,1.616,12.634,-124.512,169.128
-0.659,-0.145,1.761,1.648,-119.995,169.556
-0.669,-0.003,1.963,1.587,-115.173,171.204
-0.657,0.167,1.985,11.169,-102.295,171.448
-0.649,0.201,1.994,19.165,-89.844,167.053
-0.613,0.271,2.194,29.175,-82.031,163.757
-0.585,0.437,2.263,41.748,-69.885,161.133
-0.556,0.527,2.152,53.772,-52.002,154.419
-0.529,0.547,2.181,59.875,-41.931,144.653
-0.517,0.699,2.148,71.716,-31.555,137.939
-0.511,0.758,2.025,83.923,-19.348,129.456
-0.508,0.746,2.000,83.557,-12.634,118.103
-0.497,0.771,1.955,76.172,-6.287,107.544
-0.482,0.804,1.878,67.993,1.526,96.619
-0.462,0.731,1.796,59.082,8.667,84.412
-0.443,0.718,1.732,52.551,15.503,74.219
-0.435,0.767,1.705,48.279,21.240,66.650
-0.427,0.746,1.550,45.288,30.151,55.969
-0.412,0.728,1.422,42.542,36.560,45.532
-0.397,0.683,1.327,39.978,37.903,34.363
-0.375,0.598,1.251,36.621,38.391,23.132
-0.369,0.549,1.214,35.950,37.842,14.282
-0.368,0.505,1.064,32.898,38.208,6.531
-0.359,0.378,1.035,23.743,35.828,-1.892
-0.346,0.266,0.999,20.935,33.325,-7.812
-0.350,0.154,0.955,20.203,31.982,-12.512
-0.359,0.091,0.874,17.212,31.067,-15.320
-0.370,0.008,0.842,10.803,27.466,-18.127
-0.362,-0.077,0.809,3.723,24.109,-20.325
-0.349,-0.197,0.790,2.869,20.020,-21.606
-0.328,-0.316,0.789,2.625,16.541,-21.118
-0.306,-0.380,0.824,4.517,12.817,-18.372

-0.253,-0.917,1.434,-29.114,-13.062,90.332
-0.281,-0.871,1.495,-22.705,-9.583,102.234
-0.300,-0.740,1.494,-20.996,-4.944,113.342
-0.318,-0.615,1.566,-25.635,-1.892,121.277
-0.330,-0.472,1.642,-35.217,1.526,125.061
-0.337,-0.340,1.660,-46.204,8.911,126.038
-0.341,-0.293,1.711,-56.152,15.869,124.023
-0.345,-0.240,1.689,-65.063,25.330,122.925
-0.362,-0.210,1.664,-67.810,33.691,122.803
-0.390,-0.186,1.551,-67.444,41.626,123.474
-0.398,-0.125,1.472,-65.186,46.265,124.512
-0.421,-0.004,1.462,-59.143,47.974,124.878
-0.402,0.180,1.499,-50.110,48.889,123.047
-0.375,0.168,1.611,-61.829,50.781,112.061
-0.366,0.307,1.673,-78.979,58.167,103.149
-0.357,0.283,1.657,-93.872,68.665,92.834
-0.342,0.281,1.566,-106.628,81.482,82.336
-0.327,0.234,1.502,-114.868,90.881,74.463
-0.321,0.188,1.413,-117.798,98.999,67.810
-0.328,0.242,1.261,-110.718,106.567,64.087
-0.339,0.283,1.076,-94.116,109.009,57.922
-0.329,0.302,1.063,-81.543,104.919,50.293
-0.307,0.417,1.164,-79.529,98.145,43.823
-0.291,0.564,1.284,-91.003,96.924,35.217
-0.269,0.570,1.398,-105.774,100.220,20.569
-0.245,0.511,1.406,-120.850,106.628,3.662
-0.234,0.469,1.259,-136.047,118.896,-8.423
-0.232,0.400,1.181,-144.470,126.648,-19.470
-0.249,0.384,1.085,-143.616,131.348,-27.344
-0.270,0.450,0.961,-136.780,136.475,-31.677
-0.294,0.446,0.776,-120.544,138.794,-38.940
-0.294,0.473,0.576,-104.004,136.780,-45.227
-0.272,0.467,0.547,-91.980,127.136,-51.086
-0.257,0.577,0.654,-77.881,114.685,-55.603
-0.260,0.739,0.752,-70.251,106.445,-62.683
-0.264,0.800,0.744,-77.087,104.126,-78.247
-0.275,0.699,0.758,-90.759,102.661,-96.497
-0.261,0.526,0.793,-101.746,101.135,-112.061
-0.252,0.352,0.791,-100.037,102.905,-121.094
-0.260,0.313,0.744,-86.182,105.835,-123.596
-0.280,0.350,0.543,-70.190,111.938,-122.681
-0.307,0.428,0.395,-56.763,111.572,-123.535
-0.330,0.522,0.295,-46.692,104.858,-125.732
-0.331,0.530,0.224,-44.861,97.412,-131.775
-0.305,0.379,0.170,-50.232,86.609,-140.259
-0.255,0.304,0.291,-48.401,72.876,-143.677
-0.225,0.314,0.309,-44.800,64.331,-143.311
-0.198,0.357,0.317,-39.917,59.570,-143.799
-0.176,0.365,0.275,-31.860,55.786,-145.996
-0.149,0.354,0.236,-28.931,52.673,-148.376
-0.126,0.300,0.225,-28.320,48.340,-151.062
-0.102,0.250,0.151,-28.748,45.837,-151.978
-0.074,0.211,0.054,-27.710,42.297,-152.466
-0.040,0.136,0.008,-22.888,35.461,-152.832
0.013,0.008,0.063,-18.616,26.794,-151.978
0.052,0.030,0.084,-11.780,21.057,-146.729
0.077,0.059,0.044,-4.944,18.188,-141.907
0.098,0.103,-0.010,-1.221,14.160,-139.404
0.116,0.111,-0.038,-5.554,7.385,-138.245
0.137,0.080,-0.044,-17.639,-1.099,-138.794
0.167,0.003,-0.020,-30.762,-10.559,-139.587
0.198,-0.144,0.008,-39.673,-19.531,-139.832
0.214,-0.268,0.057,-42.908,-28.259,-136.658
0.228,-0.296,0.046,-38.574,-32.898,-130.188
0.239,-0.293,-0.012,-27.954,-37.415,-124.084
0.242,-0.275,-0.017,-21.240,-44.861,-119.324
0.251,-0.212,0.002,-19.531,-54.565,-115.051
0.248,-0.241,0.126,-28.564,-65.735,-114.441
0.259,-0.319,0.224,-38.391,-75.317,-114.502
0.270,-0.421,0.287,-48.401,-79.651,-112.122
0.260,-0.505,0.326,-51.270,-83.557,-107.666
0.232,-0.550,0.335,-51.880,-86.182,-100.952
0.208,-0.515,0.296,-49.011,-88.623,-92.773
0.193,-0.511,0.291,-49.133,-93.079,-86.365
0.176,-0.546,0.283,-52.063,-100.220,-81.665
0.153,-0.669,0.347,-58.594,-109.192,-76.965
0.124,-0.778,0.384,-56.335,-116.821,-69.092
0.097,-0.791,0.466,-51.270,-122.925,-56.885
0.074,-0.739,0.526,-44.067,-127.136,-45.471
0.077,-0.734,0.607,-35.156,-129.944,-36.499
0.085,-0.677,0.649,-30.823,-130.981,-28.076
0.092,-0.639,0.673,-33.447,-131.775,-20.996
0.084,-0.615,0.677,-35.706,-133.118,-15.198
0.071,-0.649,0.702,-37.903,-135.193,-8.728
0.026,-0.611,0.817,-35.767,-138.245,-0.488
-0.034,-0.541,0.930,-26.733,-140.137,7.751
-0.063,-0.534,0.962,-21.240,-137.817,14.343
-0.081,-0.593,1.009,-22.095,-135.925,19.043
-0.097,-0.572,0.980,-21.240,-132.507,26.550
-0.107,-0.600,0.906,-17.578,-128.662,33.020
-0.128,-0.642,0.834,-11.169,-127.991,40.222
-0.164,-0.654,0.897,-6.775,-131.348,48.462
-0.219,-0.525,1.043,-0.183,-137.329,58.838
-0.260,-0.488,1.089,4.578,-137.634,64.941
-0.288,-0.524,1.169,3.113,-136.475,68.054
-0.316,-0.518,1.232,1.343,-135.498,72.815
-0.326,-0.590,1.245,-2.136,-130.859,76.843
-0.373,-0.732,1.189,-0.488,-125.610,81.482
-0.432,-0.833,1.236,9.033,-124.695,91.553
-0.506,-0.831,1.295,15.503,-123.169,103.027
-0.555,-0.723,1.368,21.729,-120.972,115.356
-0.581,-0.640,1.451,23.376,-120.239,124.023
-0.563,-0.707,1.560,15.076,-118.347,128.906
-0.541,-0.692,1.669,6.348,-113.647,135.437
-0.536,-0.687,1.676,4.395,-104.126,144.226
-0.565,-0.647,1.594,13.916,-93.567,153.687
-0.577,-0.446,1.691,23.865,-89.417,165.344
-0.578,-0.172,1.820,36.316,-87.158,174.438
-0.567,0.117,1.857,48.157,-79.407,177.124
-0.546,0.340,1.810,59.875,-68.909,172.058
-0.523,0.481,1.814,70.801,-62.256,162.964
-0.504,0.465,1.814,66.956,-57.373,151.306
-0.472,0.364,1.890,59.998,-52.307,140.930
-0.457,0.227,1.945,52.490,-44.373,135.437
-0.468,0.357,2.016,53.467,-34.119,136.658
-0.460,0.554,2.027,63.477,-22.156,136.658
-0.465,0.688,1.963,69.702,-8.789,128.967
-0.456,0.844,1.841,72.876,0.610,118.347
-0.418,0.875,1.785,64.575,5.981,104.065

-0.364,0.716,1.674,36.926,14.038,75.562
-0.349,0.715,1.655,31.982,18.005,67.383
-0.345,0.700,1.653,32.471,23.132,58.350
-0.351,0.741,1.580,35.461,30.945,48.950
-0.365,0.720,1.437,40.527,38.330,37.415
-0.370,0.575,1.348,40.588,42.664,23.804
-0.364,0.461,1.226,36.255,44.128,13.672
-0.343,0.329,1.201,25.085,43.823,6.165
-0.333,0.247,1.170,17.456,43.274,1.282
-0.343,0.224,1.068,15.137,44.922,-2.014
-0.349,0.163,0.957,14.648,44.983,-6.592
-0.342,0.089,0.858,14.465,42.480,-12.268
-0.330,-0.026,0.785,10.681,38.147,-17.700
-0.312,-0.134,0.744,11.169,32.288,-20.996
-0.298,-0.256,0.736,12.207,25.635,-22.339
-0.286,-0.332,0.705,15.442,20.630,-20.691
-0.284,-0.363,0.700,18.372,15.259,-17.151
-0.266,-0.354,0.724,18.982,9.583,-13.245
-0.255,-0.329,0.786,14.282,5.554,-10.864
-0.245,-0.297,0.764,6.470,4.272,-9.399
-0.230,-0.337,0.743,1.709,3.357,-9.827
-0.213,-0.311,0.721,2.808,1.282,-8.545
-0.191,-0.329,0.759,5.981,-1.404,-7.446
-0.183,-0.293,0.750,9.094,-3.296,-5.371
-0.188,-0.265,0.728,10.498,-5.188,-3.540
-0.189,-0.227,0.774,10.803,-8.484,-2.747
-0.182,-0.220,0.845,9.216,-11.597,-2.441
-0.181,-0.219,0.889,4.333,-11.597,-2.808
-0.189,-0.185,0.916,2.136,-10.742,-3.052
-0.187,-0.240,0.875,0.549,-8.728,-5.005
-0.191,-0.251,0.889,0.916,-8.911,-5.005
-0.190,-0.242,0.910,2.625,-9.583,-4.517
-0.187,-0.249,0.925,6.958,-9.766,-4.822
-0.186,-0.270,0.944,9.705,-9.460,-4.761
-0.184,-0.301,0.972,10.620,-8.972,-4.456
-0.186,-0.260,1.001,13.123,-7.935,-3.174
-0.186,-0.231,0.992,13.977,-6.042,-2.686
-0.181,-0.238,0.979,12.146,-4.333,-3.662
-0.180,-0.260,0.967,7.446,-3.296,-4.272
-0.179,-0.267,0.959,3.967,-2.808,-4.517
-0.174,-0.282,0.920,5.066,-2.441,-4.761
-0.170,-0.298,0.935,8.179,-3.418,-4.761
-0.169,-0.309,0.952,9.766,-3.906,-4.395
-0.170,-0.308,0.979,9.644,-4.333,-3.845
-0.176,-0.326,0.963,8.057,-3.601,-3.540
-0.172,-0.363,0.929,6.348,-3.418,-3.174
-0.167,-0.390,0.922,5.676,-4.211,-2.014
-0.163,-0.398,0.934,5.737,-5.615,0.000
-0.167,-0.354,0.951,5.432,-6.409,2.747
-0.175,-0.318,0.926,5.615,-6.531,4.211
-0.175,-0.286,0.956,5.493,-7.507,4.211
-0.175,-0.287,0.974,4.639,-8.484,3.418
-0.174,-0.329,0.987,0.610,-8.118,3.052
-0.178,-0.325,0.968,-0.610,-7.446,3.479
-0.182,-0.340,0.925,-0.671,-6.897,4.639
-0.180,-0.337,0.934,-1.099,-7.812,5.798
-0.177,-0.339,0.984,-0.854,-9.583,7.080
-0.180,-0.320,0.967,0.366,-8.789,9.155
-0.193,-0.268,0.967,2.075,-8.484,11.108
-0.199,-0.193,0.999,3.540,-9.460,11.658
-0.202,-0.221,0.971,0.122,-8.545,9.216
-0.208,-0.278,0.991,-2.625,-8.728,7.080
-0.216,-0.300,0.950,-5.371,-8.179,7.324
-0.214,-0.377,0.940,-5.371,-9.033,7.507
-0.208,-0.397,0.945,-3.662,-10.132,9.399
-0.203,-0.429,0.990,-0.427,-11.780,12.024
-0.208,-0.429,0.997,3.174,-11.719,14.771
-0.214,-0.388,0.986,6.836,-11.414,17.395
-0.211,-0.381,1.002,5.798,-11.475,18.188
-0.197,-0.405,1.041,1.404,-11.719,18.616
-0.189,-0.448,1.032,-3.418,-10.742,19.287
-0.181,-0.494,1.002,-5.066,-9.644,21.484
-0.181,-0.512,0.972,-3.418,-9.460,25.146
-0.192,-0.444,1.009,0.793,-10.864,30.151
-0.208,-0.364,1.025,6.958,-11.475,33.325
-0.213,-0.345,1.019,6.592,-10.803,33.936
-0.203,-0.370,1.074,-1.221,-11.963,33.508
-0.194,-0.425,1.083,-10.010,-10.803,33.752
-0.188,-0.476,1.070,-12.146,-8.789,35.522
